tweet_id,tweet_text,class_label
7.68523E+17,Please help us by donating 2€ to this number 45500 @Zoella @Joe_Sugg @Caspar_Lee @MarcusButler @TanyaBurr @JimChapman #PrayForItaly,rescue_volunteering_or_donation_effort
7.68578E+17,Rescue operations in #PescaradelTronto flattened by #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.68473E+17,"RT @kathyireland: Italy earthquake: at least 73 killed in mountain villages – live  Please, #PrayForItaly",injured_or_dead_people
7.6879E+17,RT @Kikyo91: Keisuke Honda will donate 20.000 euro for #ItalyEarthquake and wants a help to bring Japanese technology here. REAL MAN. THANK,rescue_volunteering_or_donation_effort
7.69961E+17,"RT @AHEPAhq: The American Hellenic community joins w/ u to convey our deepest condolences, thoughts &amp; prayers. #ItalyEarthquake",sympathy_and_support
7.68479E+17,RT @MileyOfficialEU: Our prayers and thoughts go to the families who lost their homes and loved ones #PrayForItaly #Amatrice,sympathy_and_support
7.68683E+17,RT @gabymakeupartis: Thoughts and Prays for the people of #ItalyEarthquake just so devastating such a beautiful nation and country,sympathy_and_support
7.6854E+17,RT @ZaynftLina: I was in Italy a few weeks ago .. And now its completely destroyed .. Its a heartbreaking all my prayers with you Ὁ4἞E἟9 #,infrastructure_and_utility_damage
7.68487E+17,im so sorry for all the victims youre in my thoughts Ὁ6 #PrayForItaly,sympathy_and_support
7.6966E+17,#prayforitaly a little help to support The Italian People shocked from devastating earthquake,sympathy_and_support
7.68808E+17,@ShawnMendes spread to your fans the news! text the number 45500 to donate to the families who got hurt by the earthquake! ἞E἟9 #PrayForItaly,rescue_volunteering_or_donation_effort
7.68704E+17,RT @Miawallace888: #Italieséisme #ItalyEarthquake Death Toll Climbs to 159 After Earthquake in Central Italy - ABC News -,injured_or_dead_people
7.6921E+17,RT @SputnikInt: URGENT: Death toll in #ItalyEarthquake rises to 278  #Italy,injured_or_dead_people
7.68519E+17,"RT @ApuestoEstilo_: #ItalyEarthquake help me my brother and my mom dont call me, They went on vacation to #Perugia #italy I NEED HELPὤFἿF htt",requests_or_urgent_needs
7.68904E+17,RT @Hoodoonola: Many from Louisiana have been to this region as part of their summer &amp; winter Jazz Festivals Thoughts &amp; Prayers .,sympathy_and_support
7.68566E+17,RT @dgatopoulos: The Latest: Death toll in Italian earthquake rises to 120 #ItalyEarthquake,injured_or_dead_people
7.68772E+17,If you want to help #PrayingForItaly,sympathy_and_support
7.6873E+17,"#MarcoRpage #Blog #PrayForItaly #terremoto #passaparola 45500 #sms MarcoR PAGE: Hope , play and than",sympathy_and_support
7.68889E+17,RT @_sgokce: Thoughts and prayers are with the souls #Italy after this devastating earthquake Couraggio Italia! #PrayForItaly,sympathy_and_support
7.6855E+17,RT @SweetCice_00: Pray for everyone struck by the earthquake in Central Italy. I felt the shock of the earthquake quite strongly in Umbria.,sympathy_and_support
7.68551E+17,RT @MSF_USA: #ItalyEarthquake: We have sent a team to assess needs &amp; are ready to support Italian relief agencies and authorities,rescue_volunteering_or_donation_effort
7.6916E+17,RT @KTP_news: Civil protection workers preparing tent camp for evacuated residents of #Amatrice #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.68928E+17,RT @RorSRK: All my prayers r with u Italy.. Im so sorry for the victims.. MayGodBlessItaly.. #ItalyEarthquake ὤFἿDὤFἿDὤFἿD,sympathy_and_support
7.68864E+17,"Death toll from #ItalyEarthquake is now 250, the Civil Protection agency says. More than 360 people were injured. #ItalyQuake",injured_or_dead_people
7.68878E+17,#terremoto 250 #morti 365 #feriti sigh #PrayForItaly #Italia,sympathy_and_support
7.68508E+17,RT @braddancingtto: text or call 45500 to donate. It only takes u one second. Think about all the families that today have lost everything,rescue_volunteering_or_donation_effort
7.69194E+17,Italy prepares to mourn earthquake dead -  #ItalyEarthquake,other_relevant_information
7.69035E+17,Aftershocks through the night again but that was fiercest Ive felt here. Lasted many seconds. #AscoliPiceno #ItalyEarthquake,other_relevant_information
7.68479E+17,RT @SarahSophiex3: No words needed. #PrayForItaly,sympathy_and_support
7.69126E+17,RETWITTATE #PrayingForItaly #heartquake #terremoto #TerremotoItalia #ItalyEarthquake,sympathy_and_support
7.68588E+17,RT @drkerem: Our condolences for victims of #ItalyEarthquake Were ready for humanitarian assistance as @RedCrescentTR,sympathy_and_support
7.68623E+17,RT @Echinanews: Death toll from powerful #ItalyEarthquake of 6.2magnitude climbs to at least 159 late Wednesday,injured_or_dead_people
7.69305E+17,"RT @ItalianTalks: We are deeply saddened as the Italy quake death toll hits 281, state funeral planned  via @Reuters",injured_or_dead_people
7.68822E+17,Italian firefighters save a little girl after one day of #ItalyEarthquake #terremoto #TerremotoItalia,rescue_volunteering_or_donation_effort
7.68851E+17,RT @Stereoblonde: I hope all of my lovely Italian friends and their beloved ones are ok. My thoughts are with the victims :-( #ItalyEarthqu,other_relevant_information
7.69909E+17,#terremoto aldoceccarelli: #ItalyEarthquake here satellite photo and video collections by terremotocentro to aid V,other_relevant_information
7.68489E+17,RT @GChristine22: @latimes This is horrible!!! Praying for the victims and their families. #PrayForItaly #ItalianPride,sympathy_and_support
7.68804E+17,RT @JackieibanezFNC: UPDATE: #ItalyEarthquake death toll climbs to 247.,injured_or_dead_people
7.6857E+17,"More than 159 earthquake victims.for the moment. These numbers make me crying, Im really sad! ὢ2#PrayForItaly ἞E἟9",injured_or_dead_people
7.69796E+17,Italian firefighters hoisted up on top of homes in Arquata to check structure. #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.68519E+17,"Details of where you can take donations of food, clothes etc in Rome for those affected by #ItalyEarthquake",rescue_volunteering_or_donation_effort
7.687E+17,"RT @NewsNationTV: #ItalyEarthquake : Death toll rises to 247, no Indian casualty says MEA #SushmaSwaraj",injured_or_dead_people
7.68513E+17,RT @NBCNews: Photos: Crews rescue survivors buried under rubble in #ItalyEarthquake  via @NBCNewsPictures .,rescue_volunteering_or_donation_effort
7.68734E+17,"@5SOS PLEASE, HOLY SHIT, I NEED YOU RIGHT NOW #PrayingForItaly #PrayforItaly",sympathy_and_support
7.69555E+17,"#ItalyEarthquake sad news coming from #Amatrice :death toll has raised to 290,10 Romanians among them ὡ4ὡ4",injured_or_dead_people
7.69531E+17,"RT @footballitalia: Liga games will also have a minutes silence for #ItalyEarthquake victims, now confirmed as 284.",sympathy_and_support
7.68849E+17,I know they need shoes and clothes for all and in particular for children in #Amatrice #Accumoli #ItalyEarthquake,requests_or_urgent_needs
7.69133E+17,Thoughts and prayers will you #Italy. This is how I remember you: beautiful and vibrant. #ItalyEarthquake 267 dead.,sympathy_and_support
7.68578E+17,"RT @SLAYBEATRICE: this is absolutely horrible, i wish nothing but strength to the victims and victims families #PrayForItaly",sympathy_and_support
7.68599E+17,RT @pmindy44: So sad to here about the earthquakes in Italy. Prayers go out to everyone involved especially my friends over there #PrayforI,sympathy_and_support
7.68888E+17,@NiallOfficial big earthquake here in Italy ἞E἟9 Please pray for my country #ItalyEarthquake,sympathy_and_support
7.68476E+17,RT @Happily_7: My heart and thoughts go out to all my brothers &amp; sisters whose families are affected. #forzaItalia #famiglia ἞E἟9Ὁ4ὢ2,sympathy_and_support
7.6872E+17,"@Madonna Here in Italy, an earthquake affected Lazio, Marche and Umbria. #PrayForItaly",infrastructure_and_utility_damage
7.68488E+17,RT @Abangala99: #PrayForItaly #ItalyEarthquake Prayers and thoughts goes out to the victims,sympathy_and_support
7.68747E+17,RT @Cindy_Wooden: Heart breaking. Death toll from #ItalyEarthquake rises to 247. Many children who were spending last weeks of summer with,injured_or_dead_people
7.68511E+17,RT @whiskeredharry: My love &amp; thoughts are with everyone affected by this horrible earthquake. #PrayForItaly,sympathy_and_support
7.69747E+17,RT @NickGroff_: Prayers and thoughts go out to all in Italy earthquake RT @gwenboleyn No words needed. #ItalyEarthquake,sympathy_and_support
7.68893E+17,[marioafrica]: RT ItalyUN_NY: Stories of solidarity: during #ItalyEarthquake Italy-hosted #migrants rushed to join,sympathy_and_support
7.68532E+17,"Please donate or share this information, someone else might be able to help. #ItalyEarthquake",rescue_volunteering_or_donation_effort
7.68901E+17,RT @almightyhazza94: This is so Heartbreaking.Prayers and thoughts are with all those affected by earthquake. Stay strong. #PrayForItaly h,sympathy_and_support
7.68613E+17,Please #prayforitaly ❤️ my heart goes out to all those affected ὢDὉ7 stay strongὉA❤️,sympathy_and_support
7.68507E+17,RT @OfficialWithHL: You can call or text 45500 if you want to donate something! ❤️ #PrayForItaly,rescue_volunteering_or_donation_effort
7.68533E+17,RT @adaddyblog: Our thoughts and prayers are with the families of the 120+ dead from last nights devastating #ItalyEarthquake.,sympathy_and_support
7.69563E+17,RT @favouritizm: Please #donate or #RT to help the #Earthquake victims of #Lazio  #ItalyEarthquake #TerremotoItalia,rescue_volunteering_or_donation_effort
7.6923E+17,"RT @giardinifranca: My thoughts, prayers and flowers to all the victims #ItalyEarthquake #amatrice",sympathy_and_support
7.68494E+17,RT @lenaheadeygang: My thoughts go out to everyone affected by this earthquake. Just saw the pics - heartbreaking. Stay strong. #PrayForIta,sympathy_and_support
7.68491E+17,"RT @CatholicNewsSvc: #PopeFrancis ditches Weds audience talk to pray for #ItalyEarthquake victims, sends help  http",sympathy_and_support
7.6852E+17,RT @frigidaurora: This is really devastating. My thoughts and prayers to everyone who were affected by the earthquake. #PrayForItaly :,sympathy_and_support
7.68876E+17,RT @Reuters: Drone captures quake destruction:  #ItalyEarthquake,infrastructure_and_utility_damage
7.69969E+17,Monastic Brewery Spared of Damage in Italian Earthquake:  #craftbeer #ItalyEarthquake,infrastructure_and_utility_damage
7.69511E+17,RT @cctvnews: #ItalyEarthquake death toll climbs to 290 as country holds mass funeral for 35 victims,injured_or_dead_people
7.68562E+17,My country needs you. Please help us donate 2€ by calling or texting 45500. #prayforitaly,rescue_volunteering_or_donation_effort
7.68483E+17,"RT @ABC7News: #ItalyEarthquake update: Per @ABC, at least 73 people are dead following the earthquake that struck Central Italy.",injured_or_dead_people
7.68549E+17,"those wishing to donate goods to victims of #ItalyEarthquake,can do so at the following collection points in Rome",rescue_volunteering_or_donation_effort
7.68591E+17,RT @TravisBickle67: My thoughts and prayers to all those affected in the tragedy this morning. #PrayForItaly,sympathy_and_support
7.68747E+17,RT @EPSUnions: EPSU message of solidarity following #ItalyEarthquake #terremoto,other_relevant_information
7.6848E+17,"RT @J_Bella_S: #ItalyEarthquake My thoughts and prayers are with you, your families and country with ❤️",sympathy_and_support
7.68847E+17,Quake: Provisional death toll revised down to 241 #prayforitaly #ItalyEarthquake #devastation  via @Agenzia_Ansa,injured_or_dead_people
7.68718E+17,RT @fmdesmarais: #ItalyEarthquake: In #Amatrice the City Museum &amp; 2 churches severely damaged. @IcomOfficiel following the situation.,infrastructure_and_utility_damage
7.68643E+17,"My heart, thought and prayers to all the people affected by the earthquake in my country &lt;3 #Italy #ItalyEarthquake",sympathy_and_support
7.69487E+17,Italian President #SergioMattarella meets the relatives of some victims of #ItalyEarthquake during a Mass funeral.,sympathy_and_support
7.68976E+17,RT @abcnews: UPDATE: Eight foreigners confirmed among dead in #ItalyEarthquake — aftershocks hampering rescue efforts in Amatrice,injured_or_dead_people
7.69909E+17,RT @investinothers: How To Help Victims Of #ItalyEarthquake  #volunteer #donateblood #donate,rescue_volunteering_or_donation_effort
7.68532E+17,"Thanks @TheEllenShow i apprecciate, its a disaster here lot of people are died and injured",injured_or_dead_people
7.69447E+17,Today in Italys National Mourning. 300 people died due to a terrible earthquake.There are still missing. Today we stop. #PrayforItaly,injured_or_dead_people
7.6928E+17,Ways to donate to the Italian earthquake relief fund at the end of this article,rescue_volunteering_or_donation_effort
7.68585E+17,RT @LuvinLife_xo: My heart goes out to the people of Italy. ἞E἟9 ὉA ❤️ #ItalyEarthquake,other_relevant_information
7.68867E+17,"ITALY IS STRONG, WELL FIGHT!  #solidarity #grazie #thankyou #terremoto #italia #prayforitaly #Italy #terremotoitalia",sympathy_and_support
7.68932E+17,"RT @Assisi_Project: St. Francis of #Assisi, Patron of #Italy, pray for the victims of the earthquake! #PrayingForItaly #ItalyEarthquake htt",sympathy_and_support
7.68705E+17,RT @NiyaPerry: I just woke up to read theres been an earthquake in Italy. I hope the rest of the people there will be okay ὢ2#PrayForItaly,sympathy_and_support
7.6875E+17,RT @EmilyWCVB: A miraculous rescue: a little girl FOUND in the rubble; @ErikaWCVB w/those details at 6am #wcvb,rescue_volunteering_or_donation_effort
7.68524E+17,"to everybody who lives in the cities damaged by the earthquake, I hope youre in a safe place with your family #ItalyEarthquake",sympathy_and_support
7.68546E+17,At BWHotelMaster we do the best that we can #Donate Iban: IT40F0623003204000030321681 #ItalyEarthquake #PrayforItaly,rescue_volunteering_or_donation_effort
7.69224E+17,RT @Boston119: This photo is so sad ὢ2#PrayForItalyὤFἿC #Terremoto,sympathy_and_support
7.687E+17,God save our people. God pray for these souls. #terremoto #prayforitaly,sympathy_and_support
7.68539E+17,RT @Mixers_Army: my thoughts &amp; prayers are with everyone affected by the earthquake in Italy. Safe stay ♡ #PrayForItaly,sympathy_and_support
7.68767E+17,"RT @ohmycastieel: sorry to bother but if you can, please donate @GemmaAnneStyles @fizfizfiz @lottietommo @JohannahDarling @TheAnneCox http",sympathy_and_support
7.69074E+17,Hopes Dim for Survivors of Italy Quake; Death Toll Stands at 267 #ItalyEarthquake,injured_or_dead_people
7.68549E+17,"RT @IHSIndiana: How To Help Italy Earthquake Victims: 8 Ways To Donate Blood, Money And Goods For Relief  #ItalyEart",rescue_volunteering_or_donation_effort
7.68516E+17,RT @WotAustin: this is so sad :( sending my love to everyone affected by the earthquake in Italy #PrayForItaly,sympathy_and_support
7.68546E+17,RT @AP_Images: Aerial photos show town in #Italy reduced to rubble:  @GregorioBorgia #ItalyEarthquake,infrastructure_and_utility_damage
7.69228E+17,"Latest from #ItalyEarthquake. Death toll 279, 388 wounded, 238 rescued, 2400 homeless. #BreakingNews",injured_or_dead_people
7.68683E+17,RT @Iam_BrookeSmith: KEEP HOPING there are more rescued! #ItalyEarthquake Italian quake: Rescuers free 10-year-old girl trapped by rubble h,rescue_volunteering_or_donation_effort
7.68579E+17,"What has happened in my country has broken my heart, even tho my house hasnt get damaged. #PrayForItaly , we need it.",sympathy_and_support
7.68934E+17,@italyexplained this is the link for donations to the red cross from abroad:,rescue_volunteering_or_donation_effort
7.68532E+17,RT @CRThomasPhD: If you are in central Italy: please donate blood. Turn your WiFi to OPEN (no password). Volunteer. Help if you can. #Italy,rescue_volunteering_or_donation_effort
7.68484E+17,youre in my thoughts and prayers today #PrayForItaly,sympathy_and_support
7.68474E+17,RT @tamaraistone: Heartbroken. Sending healing thoughts to one of my favorite places in the world and its lovely people.,sympathy_and_support
7.68801E+17,@Madonna please post a message for Italy #ItalyEarthquake #prayforitaly,sympathy_and_support
7.6918E+17,RT @dreamofitaly: Join a #virtualsagra for #italyearthquake relief in honor of #amatrice and #amatriciana  /,rescue_volunteering_or_donation_effort
7.68981E+17,"RT @cctvnews: At least 250 people dead, 365 hospitalized in Wednesday’s #ItalyEarthquake, rescue efforts ongoing",injured_or_dead_people
7.68551E+17,RT @5H_mygirls: Damn I feel bad of what happened in Italyὡ4. My prayers go out for those who got injured or killedὤFἿD. Hope everyone is safeὤ2,sympathy_and_support
7.68482E+17,Thoughts and prayers going out to those affected by the #ItalyEarthquake,sympathy_and_support
7.68847E+17,"RT @reportedly: This is a collaborative map, showing all points in Italy where aid for #ItalyEarthquake is being collected.",rescue_volunteering_or_donation_effort
7.68698E+17,RT @Onuitalia: #ItalyEarthquake: #UNESCO task force #Unite4Heritage deployed for first time,rescue_volunteering_or_donation_effort
7.68851E+17,Restaurants around the world turn to Amatrices famous pasta to aid recovery #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.69109E+17,RT @bardolino_sun: Visiting any #NationalMuseum in Venice this Sunday? All money taken will be donated to the victims of the earthquake #It,rescue_volunteering_or_donation_effort
7.69025E+17,RT @AlisonBurnsJazz: Many displaced animals #ItalyEarthquake kind friends getting food to animals nr epicentre  pl,rescue_volunteering_or_donation_effort
7.69249E+17,"Questo Mese: #ItalyEarthquake Relief, #Calabria coastal towns and 2017 #heritagetour dates -",rescue_volunteering_or_donation_effort
7.68485E+17,RT @HOLY_WATER_: My thoughts and prayers go out to everyone affected by the earthquake in Italy ὤF❤ὤF❤ὤF #ItalyEarthquake,sympathy_and_support
7.68981E+17,"RT @TonyaJoRiley: .@faineg explains how drone companies like @AeroVisionUAV, can best serve rescue efforts  #ItalyEa",rescue_volunteering_or_donation_effort
7.68549E+17,RT @BojanowskiW: A long sleepless night ahead in #Amatrice destroyed by the #ItalyEarthquake. We will stay here till the morning .,other_relevant_information
7.68477E+17,RT @larsloekke: Many killed and even more homes razed in #ItalyEarthquake. My thoughts are with those who have lost and the Italian people .,injured_or_dead_people
7.69606E+17,RT @bhmcatholic: #PopeFrancis offers concrete signs of solidarity with #ItalyEarthquake victims Vatican Radio,sympathy_and_support
7.69774E+17,RT @Clayton_Sandell: New @DigitalGlobe satellite images show terrible destruction from #ItalyEarthquake. This is the town of Amatrice. http,infrastructure_and_utility_damage
7.68496E+17,THANKS FOR ALL THE SUPPORT YOU GIVE US DONATE TO 45500 PLEASE #PrayForItaly,rescue_volunteering_or_donation_effort
7.68706E+17,"@ladygaga thank you gaga, I love you❤️ #Terremoto #PrayForItaly",sympathy_and_support
7.68584E+17,#ItalyEarthquake #terremoto #TerremotoItalia #Italie #seisme #PrayingForItaly #PrayForAmatrice #earthquake 160 vittime accertate T_T,sympathy_and_support
7.68522E+17,"RT @gallantlyhes: oh my god, this is so heartbreaking. my thoughts are with everyone affected by this earthquake. #PrayForItaly ἞E἟9἞E἟9἞E἟9 http",sympathy_and_support
7.68577E+17,"RT @HeffronDrive: #Italy You have my heart. My thoughts are with everyone there right now. Love, Kendall #PrayForItaly",sympathy_and_support
7.68511E+17,Thoughts and much love to my friends in Italy.,sympathy_and_support
7.68704E+17,Its dramatically right #ItalyEarthquake #terremoto #earthquake,other_relevant_information
7.68721E+17,Lista di farmaci urgenti #terremoto Urgently needed medications #ItalyEarthquake RETWEET,requests_or_urgent_needs
7.69177E+17,RT @ValvonaCrolla: Were boiling Spaghetti allAmatriciana from today @ V&amp;C #CaffèBar to support those affected #ItalyEarthquake £2 from ev,sympathy_and_support
7.68722E+17,RT @silvia_batello: Italys beauty is fragile -delicate yet bitter piece by @beppesevergnini about #ItalyEarthquake #TerremotoItalia http,other_relevant_information
7.68534E+17,RT @ROBZIK: Vatican firefighters sent by #PopeFrancis to join the rescue team in Central Italy shaken by the #earthquake #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.68745E+17,"please, help us, share and donate. 45500 #italy #prayforitaly #terremoto #PrayingForItaly",rescue_volunteering_or_donation_effort
7.68689E+17,RT @tiniskwerl: #ItalyEarthquake 3:30am 6mi #Norcia 247 Dead Same Intensity as 2009 #Italy #lAquila #Earthquake 308 Dead #Aftershock :,injured_or_dead_people
7.69157E+17,"RT @Happeningarts: This Sunday, Italian #museums will donate tickets sales to #ItalyEarthquake rescue efforts &gt;  htt",rescue_volunteering_or_donation_effort
7.68563E+17,"RT @Tha5SOSFamilyy: #PrayForItaly All my thoughts and prayers goes out to everyone there..ὡEI hope youre okay, please stay safe! My heart i",sympathy_and_support
7.69651E+17,45500 per donare #TerremotoItalia #terremoto #PrayingForItaly #PrayForItaly #ItalyEarthquake,rescue_volunteering_or_donation_effort
7.68505E+17,RT @BTRHDEurope: Our thoughts &amp; prayers go out to Italy. We hope youre all staying safe ❤ #PrayForItaly Text or call 45500 to donate and,sympathy_and_support
7.68588E+17,"#prayforitaly #TerremotoItalia Always praying for you, Italy. A big hug for all the people that lost they parents.",sympathy_and_support
7.69033E+17,"Emergency workers, many volunteers, bring basic supplies to tent camp for newly homeless. #ItalyEarthquake #CBC",rescue_volunteering_or_donation_effort
7.68509E+17,RT @Princessofwifi: Sending thoughts and prayers to all the people affected here in Italy #PrayForItaly,sympathy_and_support
7.68527E+17,RT @CraigSilverman: This photo of a damaged church is not from the earthquake in central Italy:  #italyearthquake ht,infrastructure_and_utility_damage
7.6856E+17,RT @billengvall: Thank you to the service men and women around the world rushing to the aid of our friends around the world #PrayForMyanmar,rescue_volunteering_or_donation_effort
7.68521E+17,RT @STYLATORARMY: My thoughts are with everyone affected! #PrayForItaly stay safe everyone x,sympathy_and_support
7.69561E+17,RT @ali_burrasque: My story from #ItalyEarthquake. Refugees reach out to victims among xenophobic tensions,rescue_volunteering_or_donation_effort
7.68744E+17,@HayesGrier #PrayForItaly pray for usὉ3,sympathy_and_support
7.68475E+17,"RT @alice_van_pelt: #PrayForItaly love and thoughts to my home, hope the worst is over and that everyone is safe. ἞E἟9",sympathy_and_support
7.6848E+17,"Thinking about #ItalyEarthquake--the victims, rescuers, devastation. Sharing this doggie who survived. #dog #cane",sympathy_and_support
7.68559E+17,RT @PresidentRuvi: sending condolences to President #Mattarella following #ItalyEarthquake. Our thoughts are with you and the people of Ita,sympathy_and_support
7.68773E+17,My ❤️ goes out to ἞E἟9 ! Heres how you can help victims of the Italy earthquake  #ItalyEarthquake #Italy #ItalyQuake,sympathy_and_support
7.68725E+17,RT @danieledann1: Speechless and grieved for what is going on in my Country ὢ2ὢ2ὢ2 #PrayersForItaly #ItalyEarthquake #terremoto #Italy,sympathy_and_support
7.69078E+17,RT @SiasRasp: How to Help Victims of the Earthquake in Italy #PrayForItaly,rescue_volunteering_or_donation_effort
7.68584E+17,"A friend, and a pizza. Comfort food and comfort people around me this evening, to share the pain and trying to go on. #ItalyEarthquake",sympathy_and_support
7.69015E+17,RT @AVB1forever: My heart goes out to those affected by the devastating earthquake in Italy. ὢ2 Stay Safe Everyone &amp; Stay Strong ὤF #PrayFo,sympathy_and_support
7.68701E+17,RT @memetsimsek: Our thoughts &amp; prayers are with our friends in Italy after this devastating earthquake. Stay strong! #PrayForItaly,sympathy_and_support
7.68535E+17,The big heart of humanity. Refugees and Italians together. Solidarity. #terremoto #aiutiamoci #ItalyEarthquake,sympathy_and_support
7.68518E+17,RT @preferiscoharry: Dear @Harry_Styles @Louis_Tomlinson @LiamPayne @NiallOfficial PLEASE HELP US! #PrayForItaly,requests_or_urgent_needs
7.69342E+17,foto di grazianonomad  Help us raising money to rebuild after this huge tragedy #ItalyEarthquake ὤFἿEὤFἿEὤFἿE,requests_or_urgent_needs
7.68483E+17,Thoughts are with those effected by the Earthquake in Italy today.,sympathy_and_support
7.69251E+17,Bronxs Little Italy launches earthquake relief fund #Italy #BronxLittleItaly #NYC #ItalyEarthquake #ArthurAvenue,rescue_volunteering_or_donation_effort
7.68511E+17,RT @girlposts: my thoughts and prayers go out to everyone in Italy affected by the earthquake today #PrayForItaly,sympathy_and_support
7.68849E+17,RT @unisdr: #ItalyEarthquake: Aftershocks hamper rescue efforts #switch2sendai #IDDR2016,rescue_volunteering_or_donation_effort
