text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
Video shows a child born under ruins in Kurdish city of Jindiris in Efrin. syria ,,syria,"Efrin, Jindiris",10.9193,52,7
"EU is not sending aid to Syria to overcome the consequences of the earthquake, as it has not received a request for assistance from Damascus. EU Commission spokesperson Balazs Ujvari SyriaNeedsHelp Syria earthquake ",,"Syria,  Syria","EU, Syria, Damascus",2.9684,72,5
Humanitarian Crisis in Syria is exacerbated by deadly earthquakes. ,,Syria,"Syria, Earthquakes",27.1137,42,6
"The first role of an informatics nurse within CHI is to act as a guide. As a specialist in health informatics, an informatics nurse is responsible for guiding consumers in identifying the appropriate resources DominosLoadedTots ARSD Turkey ",,Turkey,"DominosLoadedTots,Turkey",4.7039,79,8
During Covid nature was amazing our world seemed to heal . . rivers were clear skys were blue the air was fresh . . . the universe can t cope with what we re doing to this world . . . Turkey naturaldisaster ,,Turkey,"rivers, skys, blue, turkey",8.0666,76,8
"ricwe123 Turkey was one of the main sources of energy for the EU after the sabotage of the Nordstream gas pipeline. . . Now the earthquake EU is facing real shortages as the gas pipeline in the AmikPlain in Hatay, Turkey burst under the force of HAARP earthquake. ",,"Turkey,  Turkey","-ricwe123,Turkey,Nordstream gas pipeline,AmikPlain,Hattay",9.7206,89,19
Are UK ISAR TEAM mobilising to Turkey? Turkey Syria ,,"Syria,  Turkey,  Turkey","UK, Turkey, Syria",17.4502,43,5
I was fearing this! Shattering news Turkey ,,Turkey,Turkey,2.711,40,1
Turkish first lieutenant saving cat 2023 Feb 6 Turkey earthquake ,,Turkey,"Turkish, English, Turkish first lieutenant, saving cat, 2023, Feb, 6",5.6581,45,20
Our country is experiencing very severe earthquakes. We look forward to your prayers and good wishes TURKEY ,,TURKEY,"country,Turkey",4.7836,51,4
"Washington Turkey turkeysyriaearthquake USPresident JoeBiden said he was deeply saddened and promised his country s assistance Monday after a major 7.8 magnitude earthquake hit Turkey and Syria, killing nearly 1, 800 people. ",,"Washington,  Syria,  Turkey,  Turkey","Washington, Turkey",6.2609,79,3
This happened in the region where the earthquake occurred before the seismic event. Turkey Turquia TurkeyQuake HARRP ,,Turkey,"Turkey, Turqua, TurkeyQuake, HARRP",17.1295,54,12
"Today s earthquake was the most devastating to hit earthquake prone Turkey in more than 20 years and was as strong as one in 1939, the most powerful recorded there. Learn more about the disaster and how you can help Funds4Disaster ",,Turkey,Turkey,3.3816,80,1
"A building collapses completely within seconds during 7.9 earthquake in Diyarbakir, Turkey. ",,Turkey,"Diyarbakir, Turkey",3.8986,51,7
earthquake Turkey Please keep 28540 khz free from disturbance in REGION 1. Also 3.777 and 7.092. ,,Turkey,earthquake turkey region 3.777 7.092,5.7129,60,12
We amnesty express our deepest condolences to the families who have lost loved ones in these devastating earthquakes that struck Turkiye amp; Syria. ,,Syria,"Turkey,Syria",2.7989,57,4
Thoughts and prayers for departed souls amp; injured in earthquake at Turkey amp; Syria. We from Pakistan pray to Almighty to give strength to the affected families to cope with this difficult times. Aameen trpresidency Presidency Sy ,,"Syria,  Turkey,  Pakistan","Turkey, Syria, Pakistan",4.9785,77,5
It s hard to comprehend the level of devastation and heartbreak which the people Syria continue to endure through war and now this natural disaster earthquake ,,Syria,"Haride, Paris",7.581,58,4
Help help Turkey ,,Turkey,Turky,3.9317,34,2
Let s pray for those who are under the rubble tonight. earthquake earthquakeinturkey Syria ,,Syria,Turkey Turkey Syria,6.4107,49,3
A CREDIBLE place to donate. TurkeyHelp Turkey TurkeyEarthquake ,,Turkey,"A CREDIBLE, place, TurkeyHelp, Turkey",12.3202,45,11
"BREAKING Turkey updates earthquake toll to 2, 379 dead and 14, 483 injured ",,Turkey,Turkey,8.9718,51,1
"Lukewearechange In other words just want to play with small countries like Iraq, Syria Afghanistan. But how long can you avoid Russia and China? The rest of the world is already suffering ww3 from 2001. ",,"Iraq,  China,  Syria,  Afghanistan,  Russia","Iraq, Syria, Afghanistan, Russia",18.2268,77,7
I can t tell what I ve been through. I m so shocked and scared right now. Thankful that I didn t die. My apartment didn t collapse by a chance in the first picture. But it was too much of luck compared to second picture area which I live in. Keep praying and help Turkey Hatay ,,Turkey,"City: Turkey Hatay, Country: Turkey",5.6906,95,9
We see many countries standing with Turkey and that is very good. But also Syria needs help. Can we deliver this message over the world. Syria Turkiye Turkey ,,"Syria,  Syria,  Turkey,  Turkey","Turkey, Syria, 2",7.7949,63,6
International donation link for Turkey hasanthehun HelpTurkey deprem hatayyardimbekliyor Earthquake earthquakeinturkey ,,Turkey,"Turkey, helpTurkey, turkey",5.4402,59,6
Turkiye Syria May Allah be with the people of Turkiye and Syria ,,"Syria,  Syria","Turuba,Syria",6.6935,45,5
"CATACLYSM ANGEL MESSAGE CONFIRMED. trpresidency MAGNITUDE 7.8 EARTHQUAKE IN TURKEY CONFIRM THE DESTINATION OF THE USA IF THEY DO NOT STOP THE ESCALATION. Un Onu KremlinRussia 8, 0 8, 9 Epic or Cataclysm. It can cause serious damage in areas of several hundred kilometers. ",,TURKEY,"UN, RUKEYA (as Russia), TURKEY, CATACLYSM, ANGEL, TRPRESidency 7.8, EARTHQUAKE, and Epic or Cataclysm.",38.9107,112,43
"jaboukie An entire country going thru a doomsday like earthquake, even neighbouring countries effected deadly, THOUSANDS OF PEOPLE ARE UNDER DEBRIS DYING, FREEZING, millions of ppl witnessing horrible things happening to their friends and families. . . And you re prioritizing this? Turkey ",,Turkey,"country, city, country",6.487,93,5
"HSajwanization A second Civil Defence team of 86 members reached Syria this evening, to save as many lives as possible after earthquake. ",,Syria,"The sentence mentions ""HSajwanization,"" which doesn't specify a location. The main locations identified are:, - Syria, - Earthquake",5.2032,59,28
. ACSyria released this statement on the earthquake in Turkiye and Syria. They have included a list of organizations currently seeking support to help those affected. Links in the . . . 1 4 ,,Syria,"ACSyria, Turkey, and Syria",5.93,72,8
Earthquake deprem M3.3 strikes 24 km NW of Besni Turkey 10 min ago. More info ,,"Turkey,  Besni",Besni Turkey,15.6745,56,3
It s Truly heartbreaking to See what situation they Are going through PrayForTurkey Turkey ,,Turkey,"s, heplical, prayfor turkey, turkey",7.5376,48,10
"There are people alive, still stuck underneath destroyed buildings calling out their shahada! Till when syrians won t be considered human beings? ? ? Syria Syria earthquake SyriaNeedsHelp ",,"Syria,  Syria","Syria, Syria Needs Help",6.9811,67,6
RosieDuffield1 Will RishiSunak open safe routes for those in Syria who not just without place in world now they had what little left taken by TurkeyQuake Will PLP push Keir Starmer in to action amp; demand government do more. Sure they got home or 4 put RefugeesUp skypapers ,,Syria,RosieDuffield1 Will RishiSunak open safe routes for those in Syria who not just without place in world now they had what little left taken by TurkeyQuake Will PLP push Keir Starmer in to action amp; demand government do more. Sure they got home or 4 put RefugeesUp skypapers 2111,6.4755,99,71
Per IARU R1 the Amateur Radio operators in Turkey are using 3.777 and 7.092 MHz. Please give earthquake traffic priority. arrl AmateurRadio HamRadio Turkey earthquake ,,"Turkey,  Turkey","Turkey, Country",4.8379,70,3
aerial view from Turkey post the massive Earthquake today Just heartbreaking ,,Turkey,Turkey,4.8419,44,1
"In the images of the Turkey earthquake you may notice that some buildings stand firm, while buildings next to them fold within a few seconds Here you may get an idea why! BadConstruction ",,Turkey,Turkey,4.4479,67,1
Pray for Turkey PrayForTurkey earthquake ,,Turkey,"turkey,turkey",6.73,40,5
"This has been so horrific. Every update is more horrible than the last. I m feeling so much for the Turkish and Syrian people. I m hoping International Aid and Medical assistance can get to them quickly and really, really hoping that many more survivors are found. Turkey ",,Turkey,"Turkey, Syria",14.5189,84,3
"Gratitude is an important word, a word that means being grateful for what one has, instead of complaining about what one doesn t have. The earthquake in Turkey has claimed over 3000 lives, thousands are missing and injured. More lives will be lost. Think of those affected. ",,Turkey,Turkey,10.6442,88,1
"It s like the plot of an apocalypse movie. I m in Turkey right now. In the earthquake zone. It s very scary to imagine a wobbly house folding over you. Fleeing the disaster, I drove away, and on the way I met a huge number of fire and police cars. I wish everyone peace of mind ",,Turkey,"Turley, earthquake zone, other countries, fire, police cars, huge number",5.0167,99,16
"If you are living outside of Turkey, you can donate to the earthquake relief fund from the link below. All donations are going to the NGOs working actively in the area affected by the earthquake. Turkey ",,"Turkey,  Turkey","Turkey, Turkey, Turkey",4.3505,70,5
Our thoughts and prayers are with everybody affected in the horrible earthquake in Turkey and Syria today. TurkeyEarthquake PrayForTurkey Turkey Syria Syria earthquake 2023 earthquake PrayersForSyria prayers ,,"Syria,  Syria,  Syria,  Turkey,  Turkey","Turkey, Syria",15.1229,70,3
"dreaminofyouhs my country, Turkey needs help. people have lost their home and their relatives. we can t contact to our friends since hours. please check the thread to help us. even a little amount helps Turkey earthquake PrayForTurkey TurkeyEarthquake ",,"Turkey,  Turkey",country,6.0212,84,1
Turkey amp; Syria Turkey TurkeyQuake TurkeyEarthquake Turcja Turchia Syria Syrie ,,"Syria,  Syria,  Turkey,  Turkey","Turkey, Syria, Turcja, Turchia",6.5055,51,11
"It s about time to end the sanctions imposed by the West on Syria. Journalist and expert on European affairs, Aktham Suleiman, to AlMayadeen. Syriaearthquake ",,Syria,"AlMayadeen,Syria,Earthquake",11.9549,70,10
Absolutely harrowing watching the news tonight on the tragedy that has befell Turkey PrayForTurkey ,,Turkey,"Turkey, Turkish Pray For Turkey",11.441,50,7
For all those who would like to help with the recovery aftermath of the TurkeyEarthquake oxfamgb have set up this earthquake appeal. motorsportcomtr aerodinamikF1 F1tutkumuz F1Krampon F1 Turkey Syria ,,"Syria,  Turkey","Turkey, Turkey Syria, motorsport.com, aerodinamikF1",8.9617,86,16
We will not forget this. Thank you to all the people and government of Israel Israel earthquake Turkey PreyforTurkey ,,"Turkey,  Israel,  Israel","Israel, Turkey",7.0916,54,3
Help syria earthquake SyriaNeedsHelp Syria earthquake Syria ,,"syria,  Syria,  Syria","Syria, Syria, Syria",3.7078,41,6
Talhaofficial01 God why? Natural disaster TurkeyEarthquake Syria ,,Syria,"Turkey, Syria",19.0147,45,3
"One earthquake prediction has been successful in history. 7.3 earthquake in 1975 in Haicheng, North China was predicted a day before it struck, saving many lives. But it was just a lucky unrepeatable coincidence based on the pattern of seismic activity. Turkey Syria ",,"China,  Syria,  Turkey","history, 1975, Haicheng, Turkey, Syria",8.3927,88,13
"Great shaking of the Earth, and we just had two devastating earthquakes abroad and in New York. earthquaketurkey earthquakeinturkey earthquake NewsUpdate news astrologia HelpTurkey ",,New York,"Country, City, Location, Country, City, Location, Location, Location, News, Media",7.461,67,19
earthquake turkey DEADLY EARTHQUAKE Powerful 7.8 quake knocks down b. . . via YouTube ,,turkey,b,5.9563,54,1
Mentally with Turkey and Syria today ,,"Syria,  Turkey","Turkey,Syria",3.2781,39,4
"RT DOverview Visit to donate to AKUT, an NGO helping to search, rescue and assist victims of the earthquake. Source imagery Ercin Erturk, Anadolu Agency Getty Murat Sengul, Anadolu Agency Getty Haj Kadour, Agence France Press Getty Images ",,France,"AKUT City, Anadolu Agency (Antalya, Turkey), Akut Mountain and Sengul Cave",7.8404,91,23
"RT DOverview A powerful, magnitude 7.8 earthquake struck Turkey and Syria early this morning, causing heavy damage and thousands of casualties in the two countries. These Overviews show damage in Hatay, Turkey, and Besnia, Syria. ",,"Syria,  Syria,  Turkey,  Turkey","Turkey, Hatay, Syria, Besnia",6.0129,80,9
"Several earthquakes, the largest measuring magnitude 7.8, have killed more than 2500 people in Turkiye near the border with Syria. The death toll will likely rise. The international community has offered condolences and help, including China, the NATO, and the U. S. cgtnamerica ",,"China,  Syria","Turkey near Syria, 7.8 magnitude, 2500 people, China, NATO, U.S.",9.2611,92,22
Fire erupted in containers at Turkey s Iskenderun port after major earthquake ,,Turkey,"Turkey, Iskendersun",5.3044,46,6
Shiv Chal Raha Hai is trending 2nd in India after Turkey. ShivThakare9 you rock! TheKhabriTweets Why are you sharing the wrong data? Here is the proof. Shiv leading the big way. BB16 BiggBoss ShivRit ShivStan ShivIsTheBoss ,,"Turkey,  India","India, Turkey, Khabri",10.0551,95,7
It is said that a power outage occurred in a district after the big earthquake in Turkey Turkey deprem Kahramanmaras ,,"Turkey,  Turkey","power outage, district, turkey, kars",10.4052,56,9
"The United Arab Emirates on Monday pledged humanitarian assistance worth around 13.6 million to Syria following an earthquake in Turkey that killed at least 1, 000 people in the war torn country, state media reported. syriaearthquake ",,"Syria,  Turkey,  United Arab Emirates","United Arab Emirates, Syria",7.7972,78,5
"In a statement, Haj Hossein Hamedani Iran s ambassador in Syria focused on continuing support and aid support of Iran to those affected people by the earthquake in Syria. Syrian authorities confirm 968 deaths after powerful earthquakes bring thousands of buildings ",,"Syria,  Syria,  Iran,  Iran","Syria, Southern Syria",7.7796,78,5
"JUST IN BNNIran Reports According to Iran Official Media, The Iranian ambassador in Syria receives the first aid plane at Damascus airport, coming from Tehran. Victims ",,"Syria,  Iran","iran, 武汉(Paris), 叙利亚(Sydney), 杨 dividends( Diagram City)",9.9965,62,25
"My Lord send his angels to all people who are under the earthquake rubble tonight, let them shine light on them, keep them warm and hope for life. AMIN Turkey Syria earthquake ",,"Syria,  Turkey","Turkey, Syria, midnight",8.2702,67,5
Video link Turkey earthquake PrayForTurkey thevoiceofpublic ,,Turkey,"Turkey, PrayForTurkey",4.9806,43,6
Natural Disasters are tests from Allah naturaldisaster earthquake turkey turkey syria syrian syria god quran muslim islamic video Allah ,,"syria,  syria,  turkey,  turkey","Turkey, Syria, Russia",15.8478,58,5
prayers for turkey Turkey Allah earthquake ,,"turkey,  Turkey",turkey,4.3775,38,2
Life in bullish season. JASMY Peoples Arn Utc Anc Lunc Ustc Adx Slp Cake WIKI cat Digimon rabbit Web5 BitTorrent Ecash Babydoge Webcamp Bida Brise Mdx Artificial intelligence. Dyor nfa. GRAMMYs earthquake Turkey PrayForTurkey loveisland HelpTurkey ,,Turkey,loveisland,8.7534,101,3
Horrible Tragedy in Hungary WAS IT FROM THE EARTHQUAKE MACHINE? ,,Hungary,Hungry,5.2713,48,2
Sending prayers to Turkey and everyone effected by the earthquake ,,Turkey,"Turkey, everyone affected by the earthquake",5.6312,41,7
Ya Allah Rahem on the ppl of Turkey nd Syria May Allah give Sabr e jameel to them. . earthquake Turkiye ,,"Syria,  Turkey","Ppl, Turkiye, Syria",2.9147,58,7
I LOVE that Israel is providing key humanitarian help and aid to Turkey and Syria humanity overtakes politics. If only these bridges could be built on these moments for a longer lasting dialogue and peace . ,,"Syria,  Turkey,  Israel","Israel, Turkey, Syria",5.1732,69,5
My prayers continue to pour out for all those in Turkey amp; Syria after these massive earthquakes. May those trapped be comforted by God that there s help coming. May God be with the first responders across the country. May God be with those lost and their families. ,,"Syria,  Turkey","Turkey, Syria",10.9643,85,3
Get well soon Syria eFootball efootball2023 efootball2023mobile efootballmobile Syria SyriaQuake SyriaNeedsHelp Syria earthquake ,,"Syria,  Syria,  Syria","Syria, 2023 mobile.",6.0211,58,8
We are all human so keep your prayers. Please Turkey earthquake ,,Turkey,Turkey,3.5763,43,1
I will pray for everyone from Syria Be strong ,,Syria,Syria,4.0595,40,2
Syria needs help to! ,,Syria,Syria,5.1419,37,2
Turkey Syria earthquake praying horrific beGrateful Blog Really? The Earth Has Quaked ,,"Syria,  Turkey","Turkey, Syria, Earth, Quaked",4.4606,47,8
Our hope is that we recover from this disaster with the least loss of life possible. . . . READ MORE Turkey TurkeyEarthquake Syria Matt HorwoodWS ,,"Syria,  Turkey","Turkish, Syria, Matt Horwood, WS",6.8907,62,10
PrayForTurkeyAndSyria PrayForTurkey PrayForSyria Earthquake Turkey Syria I am very sad. . . let us pray together Our Father Hail Mary Glory Amen ,,"Syria,  Turkey","Turkey, Syria",13.7546,69,3
This is the 117th felt earthquake in Central Turkey in the last 21 hours. ,,Turkey,Central Turkey,7.3247,49,2
"Thread1 5 Heartbreaking news from Syria and Turkey as the region is hit by a devastating earthquake. Thousands confirmed dead, with the true extent of devastation yet to be understood. PrayForSyria ",,"Syria,  Turkey","Syria, Turkey, the region containing Syria and Turkey",6.2542,72,11
"1 You can help the earthquake in Turkey with USD, EUR, TRY, and GBP from anywhere in the world. Since the platforms are in Turkish, I will translate them for you. Please RT, comment, and share to spread the word! deprem earthquake earthquakeinturkey ",,Turkey,"Turkey, turkey, deprem",6.0729,88,7
"If anything, the US and their allies will opportunistically seize upon this humanitarian tragedy to put even greater pressure on Syria as well as try to deploy its humanitarian organizations as proxies to penetrate Syrian civil society. ",,Syria,"US, Syria",6.9064,72,3
HELP THE PEOPLE OF Turkey IN THEIR TIME OF NEED ,,Turkey,Turkey,5.477,41,1
"The most recent earthquake in Turkey shows how vital access to social data could be during times of crisis. People under the rubbles tweet their location to be rescued, and we cannot get their info to provide to the rescue teams. elonmusk transparenttech TwitterAPI Twitter ",,Turkey,Turkey,4.9437,85,1
My thoughts and prayers are with the people in Turkey and Syria who affected by earthquake Al Fatihah. . . ,,"Syria,  Turkey","Turkey, Syria",6.0863,54,3
"I was 4 years old when I lived through my first amp; only major earthquake. Only those who lived through such events understand the horrifying, incredible violent ground shaking amp; rupture. Our deepest sympathy to the Syrian Turkish people. syria Turkey TurkeyEarthquake ",,"syria,  Turkey","Uphill, Syria, Turkey",19.443,83,7
"Dear people of Turkey and Syria, today s terrible earthquake and the death of more than 2, 500 innocent people and thousands of injured people, hurt the hearts of people all over the world . We, the people of Iran, express our sympathy to you. Wishing health to the injured ",,"Syria,  Turkey,  Iran","Turkey, Syria, Iran",10.5943,90,5
"Know that every Syrian in the north who is still trapped, homeless again , hungry, deprived medical care, as well as every death, is on the hands of the Assad regime and the UN. Syria SyriaEarthquake ",,Syria,"Syria, North, In, Assad Regime, Earthquake",10.7086,74,13
very sad syria turkey ,,"syria,  turkey","syria, turkey",6.208,36,4
"The death toll across Turkey and Syria has risen to at least 3, 452 after a powerful 7.8 magnitude earthquake rocked southern Turkey early Monday. ",,"Syria,  Turkey,  Turkey","Turkey, Syria, southern Turkey",5.8167,63,6
"Oh Allah, please help the people of Turkey, Lebanon, and Syria. Turkey PrayForTurkey Lebanon Syria ",,"Syria,  Syria,  Turkey,  Turkey,  Lebanon,  Lebanon","Turkey, Lebanon, Syria",6.3032,53,5
RT this is scary! ! ! pray for Turkey HelpTurkey Syria PrayForTurkey ,,"Syria,  Turkey","Turkish, Turkey, Syria",13.4643,48,6
"Till now, Turkey updates earthquakeinturkey toll to 2, 379 dead and 14, 483 injured. ",,Turkey,Turkey,10.3833,57,1
Our hearts go out to the victims and their families affected by the devastating earthquake in Turkey. Let s come together and show our support in any way we can. PrayForTurkey StrengthForVictims StayStrong Turkey TurkeyEarthquake ,,"Turkey,  Turkey",Turkey,9.8678,77,1
Turkey Government should be investigate this! Bird s naturally known that Earthquake will be might or western HAARP project involved on this tragedy. PrayForTurkey TurkeyEarthquake TurkeyQuake Syria USA ,,"Syria,  Turkey","Turkey, Syria, USA",7.6433,70,5
earthquake turkey syria deprem MrBeast There s a link for donate to earthquake event happened on turkey ,,"syria,  turkey,  turkey","turkey, turkey",5.2971,54,4
"May God never show such a site to humanity ever again, Ameen! Pray for Turkey and Syria HelpTurkey HelpSyria PrayForTurkey PrayforSyria Turkiye TurkeyQuake TurkeyEarthquake help ",,"Syria,  Turkey","Turkish places identified in the sentence include Turkey, Syria, TurkeyQuake, TurkeyEarthquake, Turkiye, and 2023.",8.9016,76,28
How to donate to charities supporting the TurkeyEarthquake relief effort Syria oxfamgb IslamicReliefUK BritishRedCross ,,Syria,"TurkeyEarthquake,Syria,OxfamGB,BritishRedCross",6.1974,55,15
"In northwest Syria we are providing support to health facilities, donating emergency kits and supporting with medical staff. Health facilities are overwhelmed. Medical personnel are working around the clock to respond to the huge number of wounded. ",,Syria,northwest syria,3.6694,72,4
Awful images from Turkey amp; Syria. Heart goes out to them. Makes you wonder if the planet is telling the human race to forget about war and start thinking about what s important. Turkey Syria earthquakeinturkey ,,"Syria,  Syria,  Turkey,  Turkey","Turkey, Syria, Turkey, Syria",6.408,75,7
My prayers go out to all the people of Turkey amp; Syria. This is complete devastation Syria Turkey earthquake ,,"Syria,  Syria,  Turkey,  Turkey",""", Turkey &amp; Syria."", "","", ""Amp; Syr,"" "", This is complete..."", "", 24/7.""",12.3738,52,26
Deep deep condolences to the affectives of Turkey . . . Many prayers ,,Turkey,土耳其,3.5499,45,4
"ATSU found under the rubble, having breathing difficulty but he s still alive at the hospital. Pray for Atsu! Pray for Turkey amp; Syria earthquake PrayForTurkey Turkey Syria ",,"Syria,  Syria,  Turkey,  Turkey","Turkey, Syria",4.7031,70,3
"Scenes from the earthquake in Turkey amp; Syria are devastating. For the people of Syria amp; Idlib in particular who have endured so much a decade of bombs, violence, hunger amp; more, with healthcare stretched now facing utter devastation. The world must help in every way it can ",,"Syria,  Syria,  Turkey","Turkey, Syria, Idlib",4.8873,89,6
The images from Syria and Turkey are so painful and devastating. May Allah be with them in this difficult moments. ,,"Syria,  Turkey","Syria, Turkey",5.7233,53,4
Syria earthquake The White Helmets give everything. Give what you can to support their life saving work. earthquake ,,Syria,"Syria, White Helmets",6.0671,53,6
Please if you have the means take the time to donate to the earthquake relief fund in Turkey. PrayForTurkey HelpTurkey Turkey earthquakeinturkey GRAMMYs loveisland ,,"Turkey,  Turkey","Turkey, GRAMMYS LOVE IS LAND",3.3664,68,9
What s going on here Davido 20BG Candy Seun Kutu Turkiye Turkey ,,Turkey,"20BG, candy, Seun, Kutu",6.4587,49,10
Many residential building have been collapsed in many cities of Syria due to the massive earthquake that erupted in southern Turkey. It was a horrible experience. earthquake Syria earthquake Turkey ,,"Syria,  Syria,  Turkey,  Turkey","Syria, Turkey",3.0591,63,4
"Breaking NEWS EARTHQUAKE At 3 26 p. m. Eastern standard Time a 4th earthquake was recorded in central turkey this time 6.0 on the Richter scale. 7.8, 6.7, 7.5, and of February 6th, 2023. ",,turkey,central turkey,9.1428,97,2
"Amidst global focus on Turkey, let s not forget the dire situation in Syria. War torn amp; now hit by massive earthquake, reports of thousands dead, injured amp; trapped. Urgent aid amp; support needed. World, let s come together to help SyriaNeedsOurSupport ",,"Syria,  Turkey","Turkey, Syria",7.8711,89,3
"The god created the human to protect the nature and organism but what really happening, the organism trying to protect the human pls pray for turkey and Syria people Turkey earthquake Syria PrayForTurkey PrayforSyria HelpTurkey Help Syria Turkish ",,"Syria,  Syria,  Syria,  turkey,  Turkey","North America, Europe, Africa, Asia, Australia, Turkey, Syria",7.2267,78,14
"As we See. it was expected now india, Pakistan and Afghanistan could be next. Pray for Turkey amp; Syria . Dtay safe everyone. earthquake earthquaketurkey Important ",,"Syria,  Turkey,  india,  Afghanistan,  Pakistan","India, Pakistan, Afghanistan, Turkey, Ukraine",7.9082,67,9
Unite for humanity! Please spread this to everyone! earthquake Turkey ,,Turkey,Turkey,13.9878,44,1
Natural alarm already intimated by nature Turkey earthquake PrayForTurkey ,,Turkey,"Turkish, Turkey, Istanbul",16.2641,44,6
Earthquake deprem M3.7 occurred 23 km N of Besni Turkey 10 min ago local time 01 02 47 . More info at ,,"Turkey,  Besni","""deprem, 23 km, N of, Besni Turkey""",9.1595,65,16
"3, 500 confirmed dead after huge earthquake in Turkey and Syria but thousands more fatalities feared following tragedy which left victims shaken like a cradle as trapped survivors beg to be rescued on Facebook Live amid fears they could FREEZE to death ",,"Syria,  Turkey","Turkey, Syria, Turkey",4.5789,77,5
"Several earthquakes, the largest measuring magnitude 7.8, have killed more than 2500 people in Turkiye near the border with Syria. The death toll will likely rise. The international community has offered condolences and help, including China, the UN, NATO, and the U. S. ",,"China,  Syria","Turkey, the region near the border with Syria, Turkish people, the U.S., NATO, China, and the UN.",10.803,90,25
There aren t many donation platforms going directly to the cause for Americans to access. Please consider donating to this amp; supporting the families in Turkey going through this absolute devastation. Some areas have not even seen aid yet PrayForTurkey Turkey earthquake donate ,,"Turkey,  Turkey","American, Turkey, Some Areas, PrayForTurkey",21.5969,80,11
Spain has sent rescue teams with dogs too. Turkey ,,"Turkey,  Spain","Spain, Turkey",2.2306,41,3
In solidarity with the people of Turkey. Moldova sends 55 rescuers to assist in the search for survivors of the earthquake ,,Turkey,"Turkey, Moldova",5.0965,56,4
Tragic watching about TurkeyQuake and Syria ,,Syria,"Turkey, Syria",3.8651,40,3
Our thoughts and prayers are with our brothers and sisters Turkiye earthquakeinturkey Syria PrayForTurkey HelpTurkey ,,Syria,"Turkey, Syria, prayer, help",5.9916,54,7
"May Allah ease on his believers, Around the world, , Turkey and other countries ",,Turkey,Turkey and other countries,6.2525,47,4
"The destruction in Turkey is heartbreaking. Can you imagine if you or your loved ones were in that situation? For those of you that don t pray, this is a good time to start. Turkey PrayForTurkey ",,"Turkey,  Turkey",Turkish country,6.8328,74,3
"Where are the countries that boast civilization? Do you think you are helping with teams of 100 200 people? It s very cold, it s snowing! People are waiting to be rescued from under the collapsed buildings. Earthquake in Turkey! HelpTurkey TurkeyEarthquake Turkey ",,"Turkey,  Turkey","country, team, person, turkey, people",9.4365,87,9
It s heartbreaking to hear about the earthquake in Turkey and Syria. My heart bleeds and prays for the people affected by the disaster. ,,"Syria,  Turkey","Turkey, Syria",4.2166,59,3
