text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
RT geogabout Death toll rises to 226 as powerful earthquake topples buildings in Mexico ,"earthquake, powerful, Death",Mexico,"geogabout, mexico",4.9106,49,5
Mexico earthquake Praise for those who raced to help others ,earthquake,Mexico,"Mexico City, Mexico, earthquake, those who raced to help others",3.8212,42,13
. LatinGRAMMYs suspend nominees announcement following Mexico earthquake LatinGRAMMY ,earthquake,Mexico,Mexico,3.9741,45,1
RT BIUK This drone footage shows the devastation caused by the 7.1 magnitude earthquake in Mexico. ,"earthquake, magnitude, devastation",Mexico,"Mexico,mexico",3.4082,52,4
DUALIPA sismo earthquake in mexico ,earthquake,mexico,"Dual IPA, sismo, Mexico",5.355,39,7
New Zealand shaken by large tremors just hours after Mexico City earthquake D20 ,earthquake,Mexico City,"New Zealand, Mexico, Mexico City",2.9626,46,7
RT realDailyWire WATCH Multiple Buildings Collapse During Earthquake In Mexico City ,"Earthquake, Collapse",Mexico City,"Mexico City, Earthquake",4.5603,45,5
RT dwnews Mexico earthquake update More than 200 dead as numerous buildings collapse ,"collapse, earthquake",Mexico,"Mexico, more than 200",5.5746,46,6
RT CNN Photos show a magnitude 7.1 earthquake s destruction in central Mexico ,"earthquake, magnitude",Mexico,"central,Mexico",4.428,47,4
"RT theAGU USGS ShakeMap of the M 7.1 earthquake 5km ENE of Raboso, Mexico. ","earthquake, USGS",Mexico,"Raboso, Mexico",5.9545,58,5
Deadly earthquake hits Mexico City My Deep condolences with the people of MEXICO. ,"Deep, earthquake","MEXICO,  Mexico City","Mexico City, MEXICO",6.1577,48,6
Removing the jungle gym from elementary school where at least 22 students died in Mexico earthquake ,"earthquake, died",Mexico,"Mexico, elementary school",3.9026,48,4
"RT MSN Horror, desperation follow earthquake in Mexico City ",earthquake,Mexico City,"Mexico City, Mexico City",3.0924,42,5
RT ajplus Mexico City sees major damages to buildings after a magnitude 7.1 earthquake. ,"earthquake, magnitude",Mexico City,Mexico City,4.3277,50,2
Terrifying visuals of Mexico earthquake stun the world ,earthquake,Mexico,Mexico,2.7026,40,1
21 kids among dead found in school after Mexico earthquake ,earthquake,Mexico,"Mexico, school",3.3526,41,3
"Nissan evacuates Mexico City HQ, Cuernavaca plant after earthquake storystream auto ",earthquake,"Cuernavaca,  Mexico City","Mexico City, Cuernavaca",5.1449,50,7
"RT thedailybeast Amid the rubble of Mexico s huge earthquake, there are many helping hands ","earthquake, rubble",Mexico,"Mexico, United States",4.0257,50,4
"In a collapsed Mexico school, a community digs for signs of life SocialMedia ",,Mexico,Mexico,6.5948,46,1
Mexico Combs The Rubble For Survivors After Earthquake Kills At Least 225 SocialMedia ,"Earthquake, Rubble",Mexico,Mexico,4.2397,50,1
Trump sent his condolences at Mexico after the earthquake ,earthquake,Mexico,"Mexico, Trump",5.1961,40,3
Mexico reels following devastating earthquake ,"earthquake, devastating",Mexico,Mexico reel,4.9557,36,2
RT ClevverTV Fans fear for Shawn Mendes safety after deadly MexicoCityearthquake ,fear,nan,"Shawn Mendes, Mexico City",2.902,49,7
RT mashable Here s how to help Mexico after another deadly earthquake ,earthquake,Mexico,Mexico,3.3392,44,1
RT rmota Stay Strong puertorico and mexico HurricaneMaria earthquake ,"earthquake, Strong",mexico,"puertorico, mexico, gulfofmexico",3.6101,45,12
Hundreds Dead in Mexico After Earthquake Strikes on Anniversary of Devastating 1985 Quake ,"Quake, Devastating, Earthquake",Mexico,"hundreds Dead, Mexico, earthquake Strikes, 1985 Quake",16.1176,50,14
RT Slate There was another earthquake in Mexico yesterday. Is the world ending? ,earthquake,Mexico,"Mexico, slate",3.2129,46,3
"Sad day for Mexico City. Our home was hitting by an aggressive Earthquake, again on September 19th. ",Earthquake,Mexico City,Mexico City,19.2872,54,2
Emergency relief for Mexico as second earthquake hits. save children ,"earthquake, relief, Emergency",Mexico,"Mexico, Children",2.7019,42,3
Rescue Work Continues After Tuesday s Mexico City Earthquake ,"Earthquake, Rescue",Mexico City,Mexico City,5.5147,43,2
"VW, Audi, Nissan production hit by Mexico earthquake ",earthquake,Mexico,Mexico,3.3428,42,1
RT IAFsite The IAF amp; Home Front Command aid mission to earthquake stricken Mexico has taken off from Nevatim AFB ,earthquake,Mexico,"Nevatim AFB, Navy AFB Eastport",8.5587,59,12
Highly effective earthquake devastates central Mexico ,earthquake,Mexico,"central, mexico, earthquake",2.9461,39,5
About to go live on whiotv at Noon with some local connections amp; perspective on the earthquake in Mexico. ,earthquake,Mexico,Mexico,4.5333,54,1
Photos out of Mexico City show the damage from magnitude 7.1 earthquake ,"earthquake, magnitude, damage",Mexico City,"Mexico City, Earthquake",4.4668,46,5
RT RSGovUK Our deepest condolences to Mexico earthquake victims amp; their loved ones. Stay strong! ,"strong, earthquake",Mexico,"RSGovUK, Mexico",5.0926,52,6
Earthquake death toll climbs to 225 in Mexico as frantic search continues for survivors ,"search, death, Earthquake",Mexico,Mexico,6.0875,47,1
At least 226 killed in Mexico s new earthquake NRTnews ,earthquake,Mexico,Mexico,4.6957,44,1
Mexico City earthquake Cristiano Ronaldo and top clubs lead tributes to victims of disaster ,"disaster, earthquake",Mexico City,"Mexico City, Cristiano Ronaldo, top clubs, victims of disaster",3.3545,46,12
"Mexico earthquake Death toll soars, 30 pupils missing ","Death, earthquake",Mexico,Mexico,3.7579,42,1
Live Updates 225 People Killed As Powerful 7.1 Magnitude Earthquake Strikes Mexico ,"Earthquake, Magnitude, Powerful",Mexico,Mexico,6.9842,49,1
"RT crodriguezap Soldiers are removing debris in Jojutla, Mexico after the earthquake AP News ","earthquake, debris","Mexico,  Jojutla","Jojutla, Mexico",4.4492,52,6
Watch the Emotional Rescue of a Dog Trapped in Rubble After Earthquake in Mexico City. . . ,"Earthquake, Rubble, Trapped, Rescue",Mexico City,"Mexico City, Rubble",6.7327,52,5
Mexico Earthquake Kills 250 People Powerful Temblor Collapses Buildings 21 School Children Crushed Under School . . . ,"Powerful, Earthquake",Mexico,"Mexico, Powerful Temblor, School Districts/Local Areas",4.8064,56,13
Pau Gasol shares his support for victims of Mexico City earthquake GoSpursGo ,"earthquake, support",Mexico City,Mexico City,4.6533,48,2
Breaking Death Toll Rises To Over 200 ,Death,nan,world,6.3275,40,1
RT citizentvkenya Huge Earthquake Rocks Mexico City ,Earthquake,Mexico City,"RT, itzentvkenya, Rocks, Mexico City",4.947,43,12
"RT CityLab Mexico City s earthquake, through residents eyes CDMX ",earthquake,Mexico City,"CityLab, Mexico City",8.9697,45,5
RT examrevision4u Useful PowerPoint slide for the Earthquake in Mexico Geography Geo JC LC ,Earthquake,Mexico,Mexico,4.3072,49,1
"A powerful 7.1 magnitude earthquake jolted Mexico City, killing more than 200 Jeremy Berke ","earthquake, magnitude, powerful",Mexico City,mexico city,4.8338,53,4
Gas explosion fills Mexico City sky with fire following earthquake ,"earthquake, fire",Mexico City,Mexico City,6.3274,41,2
Dramatic video shows moment of gas explosion after earthquake in Mexico ,earthquake,Mexico,"Mexico, U.S.",3.1907,44,5
SkyNews O my people REPENT before it is too late Mexico earthquake newzealand hurricane Maria ,earthquake,Mexico,"Mexico, New Zealand, H hurricane, Maria, Cuba",5.8886,50,11
How to help Mexico recover from its devastating earthquake from wherever you are ,"earthquake, devastating",Mexico,Mexico,5.7011,44,1
Our thoughts are with all those affected by yesterday s powerful earthquake in Mexico. ,"earthquake, powerful, thoughts",Mexico,Mexico,4.0133,46,1
Rescuers search collapsed school after Mexico earthquake ,"earthquake, search",Mexico,"Mexico, school, rescuers",3.3957,40,6
Mexico earthquake as it struck ,earthquake,Mexico,"Mexico, earthquake",3.6424,36,3
RT sarahofff For any of you who want to help with earthquake relief in Mexico City ,"relief, earthquake",Mexico City,Mexico City,5.6087,50,2
RT AJEnglish RT AJENews Powerful 7.1 magnitude earthquake hits southern Mexico ,"earthquake, magnitude, Powerful",Mexico,"AJEnglish, AJENews, southernMexico",2.8715,48,9
RT CP24 Trudeau says Canada ready to help after devastating earthquake in Mexico ,"earthquake, devastating","Mexico,  Canada","Canada, Mexico",3.792,45,3
RT rafafc91 Improvised clinics are being set up in Mexico City parks to aid earthquake victims. ,earthquake,Mexico City,"Mexico City, Parks",9.416,52,4
Ronaldo amp; Chicharito lead messages of support to Mexico earthquake victims ,"earthquake, support",Mexico,"Mexico, earthquake victims",3.5386,48,4
RT BarcaSpiral Our thoughts are with Mexico after that devastating earthquake last night. ,"earthquake, devastating, thoughts",Mexico,Mexico,5.37,49,1
RT business Photos of Mexico City after the nation s second major earthquake this month ,earthquake,Mexico City,"Mexico City, RT business photos, the nation's second major earthquake",4.5792,46,13
Devastating earthquake rocks Mexico again! My prayers for the families and friends. Let ,"earthquake, Devastating",Mexico,"Mexico, Mexico",6.3226,48,3
Automakers survey earthquake damage in Mexico Xania News XaniaNews ,"damage, earthquake",Mexico,"Mexico, Xania News, Xania",2.4649,44,8
Mexico City Sport Director Says No Major Damage to Estadio Azteca in Earthquake Bleacher Report ,"Earthquake, Damage","Azteca,  Mexico City",Mexico City Sport Director Says No Major Damage to Estadio Azteca in Earthquake Bleatcher Report,4.2271,51,20
RT The Tablet Pope prays for victims of Mexico earthquake ,earthquake,Mexico,Mexico City,4.5738,42,2
Great News Reporting About Mexico City Earthquake Magdalena! MagdalenaDoris ,Earthquake,"Magdalena,  Mexico City","Mexico City, Earthquake, Magdalena!, MagdalenaDoris",8.9847,48,15
New activation EMSR244 Earthquake in Central Mexico Copernicus Earthquake EUCivPro ,"Earthquake, Earthquake",Mexico,"Central Mexico,EUCivPro",3.6769,50,6
"Mexico Earthquake Update 55 Killed, More Deaths Expected ",Earthquake,Mexico,Mexico,5.2572,42,1
"Mexico Earthquake Claims at Least 248 Lives, Many Still Missing ",Earthquake,Mexico,Mexico,3.0569,44,1
"Info in japanese, how to help in the earthquake in Mexico; ",earthquake,Mexico,"Mexico, earthquake",7.7068,44,3
7.1 Magnitude Terremoto Earthquake Mexico 19 09 2017 ,"Earthquake, Magnitude",Mexico,"Mexico, Terremoto, 09, 2017",9.1323,49,12
hurricanemaria Earthquake in Mexico. My heart is heavy. Sending hugs ,Earthquake,Mexico,"Maria in Mexico, Earthquake",5.009,49,6
News India Kerala Malayalam Hindi Earthquake kills dozens in central Mexico ,Earthquake,"Mexico,  India","India, Kerala, Malaysia",3.3223,44,5
"RT tostvnetwork Earthquake kills hundreds in Mexico, sends buildings crashing ",Earthquake,Mexico,"Earthquake, Mexico, buildings",1.7826,46,6
See What the Earthquake Destruction in Mexico City Looks Like ,Earthquake,Mexico City,Mexico City,4.021,42,2
RT Grace PaCo PhillyD Earthquake in Mexico and how you can donate through PayPal to Los Topos. This is the email ,Earthquake,Mexico,"Mexico, Earthquake, phila",11.1365,57,7
"RT AdiAlsaid Fuck. Another big earthquake in Mexico City. Still okay, but damage on my street. ","damage, earthquake",Mexico City,"Mexico City, my street",5.7228,54,5
IBTimes WATCH Mexico City earthquake damage was captured in a drone video ,"damage, earthquake",Mexico City,"Mexico City, drone video",5.1415,44,5
RT tsoupras We pray for you Mexico! Big earthquake killer! ! ! ,"earthquake, pray",Mexico,Mexico,7.2818,47,1
RT mattdpearce . katelinthicum on the scene in Mexico City. ,,Mexico City,Mexico City,4.0415,48,2
. Central Mexico Earthquake Worksheet Geography Junior Cycle JCGeography ,Earthquake,Mexico,"Central Mexico, Earthquake",3.772,44,5
Mexico City Volunteers Venture Out in Force to Aid Quake Victims SocialMedia ,"Quake, Volunteers",Mexico City,"Mexico City, social media",5.7222,45,5
"After an earthquake, silence can save lives SocialMedia ",earthquake,nan,"earthquake,SocialMedia",7.1023,41,5
RT latimes Watch Here s what it looked like during and after the Mexico earthquake ,earthquake,Mexico,"Los Angeles, Mexico, watch here",6.1729,47,7
Volunteers form giant human chain to rescue victims trapped after Mexico earthquake ,"earthquake, trapped, rescue, Volunteers",Mexico,Mexico,4.4529,44,1
"PHOTO OF THE DAY Soldiers, rescuers and civilians work at a collapsed building after an earthquake in Mexico City ",earthquake,Mexico City,Mexico City and thecollapsed area,7.6565,53,6
RT zesty raiders Raiders Release Statement on Central Mexico Earthquake ,Earthquake,Mexico,"Central Mexico, Mexico",10.1319,44,4
What You Can Do To Help Mexico City Earthquake Victims ,Earthquake,Mexico City,"Mexico City, Earthquake Victims",4.6942,42,6
RT MajestyMagazine A message from the Queen to the President of Mexico following the recent earthquake. ,earthquake,Mexico,"The locations identified in the sentence are: the queen of mexico, the president of mexico, and the earthquake in mexico.",6.3221,50,24
Mexico City earthquake Pictures of the damage and destruction ,"damage, earthquake",Mexico City,Mexico City,3.1017,40,2
WATCH Mexico Moment earthquake struck BBC News Videos via IBNMoney com USA ,earthquake,Mexico,"Mexico, USA",4.6352,45,3
"As Maria hits Caribbean and Mexico digs out of earthquake, NS posts emergency broadcast test. Only a test. Phew! ","emergency, earthquake",Mexico,"Caribbean, Mexico",7.1643,55,4
Jan Man Rescue operation underway in Mexico after devastating earthquake NewsInVidsIndia ,"earthquake, devastating, Rescue",Mexico,Mexico,5.6332,46,1
Here s how you can help Mexico earthquake victims by FortuneMagazine ,earthquake,Mexico,"Mexico, earthquake victims, FortuneMagazine",4.4577,44,8
Harrowing Videos Show The Moments An Earthquake Struck Mexico ,Earthquake,Mexico,Mexico,5.0432,44,1
"RT channelstv 21 Schoolchildren, Over 200 Others Killed In Mexico Earthquake. ",Earthquake,Mexico,"Mexico, Schoolchildren, Schofield Children",10.3319,50,8
RT Camnzo Hey dog rates how about Frida? She s a rescue dog that saved 52 lives after Mexico s earthquake ,"earthquake, rescue",Mexico,"Mexico, Earthquake",3.98,57,4
CartiaMallan askCartia for help! ! ! Pls RT Mexico is in need after the earthquake ,earthquake,Mexico,CartiaMallan Pls Mexico,5.8031,54,8
Thinking of those in Mexico affected by today s earthquake. ,earthquake,Mexico,Mexico,7.0339,42,1
Photos from the Mexico Earthquake by Unknown Author via NYT ,Earthquake,Mexico,"Mexico, NYT",3.4845,42,3
RT splinter news Mexico hit by deadliest earthquake in over 3 decades ,earthquake,Mexico,"Mexico, news",3.3725,45,3
"RT CollinMyers Breaking Large, Mag. 7.1 Earthquake just struck near Mexico City, around 1 14pm. abc13houston ",Earthquake,Mexico City,Mexico City,5.4611,64,2
What Caused the Mexico Earthquake? Faults Explained NatGeo geology MexicoCityearthquake ,Earthquake,Mexico,"Mexico, Mexico City, MexicoCityearthquake",7.1615,51,9
F1 Force India driver Sergio Perez donated three million pesos to victims of the earthquake in his native Mexico. ,earthquake,"Mexico,  India","F1 Force, India, three million pesos, Sergio Perez, Donated to, the victims of the earthquake, Mexico.",6.9894,52,25
news LATA reassures visitors to Mexico following huge earthquake ,earthquake,Mexico,"LATA (Laguardia, NY), Mexico",6.3287,42,11
No reports of Canadian casualties in Mexico earthquake Freeland ,"earthquake, casualties",Mexico,"Mexico, Freeland",3.7443,41,4
I think Event Earthquake has occurred in Mexico Wed Sep 20 12 17 12 2017 CDT ,Earthquake,Mexico,Mexico,5.8888,55,1
Is it safe to visit Mexico? Travel update after deadly earthquake and volcano disaster ,"disaster, volcano, earthquake",Mexico,"Mexico (country), earthquake (geological entity in Mexico), volcano (specific volcanic region)",5.7927,46,18
Here are the ways we can help Mexico s recovery from afar FuerzaMexico ,,Mexico,Mexico,5.9379,47,1
"At Mexican School Hit by Quake, Heartbreak and Moments of Joy ",Quake,nan,"Mexican School Hit by Quake, Heartbreak and Moments of Joy",5.0438,45,14
F1 star calls for disaster aid after over 200 killed in Mexico City earthquake ,"earthquake, disaster",Mexico City,Mexico City,5.3558,47,2
Mexico City Earthquake aftershock during live TV newscast ,"aftershock, Earthquake",Mexico City,Mexico City,6.6346,44,2
5 Ways You Can Help Mexico After the Deadly Earthquake entrepreneur business ,Earthquake,Mexico,"Mexico, unknown",3.7921,44,3
NAHJ Poynter Thoughts on nytimes pull quote on home page link to Mexico City earthquake? JinATX latinoculture ,"earthquake, Thoughts",Mexico City,"Poynter, Mexico City",6.0217,59,7
"Statement from Cardinal Daniel DINardo, President of U. S. Bishops Conference, on earthquake that struck Mexico ",earthquake,Mexico,"U.S. Bishops Conference, Mexico",2.3793,53,8
RT JusticeOrElse Watch The Weather Powerful Earthquake Strikes Mexico JusticeOrElse ,"Earthquake, Powerful",Mexico,"""The Weather, Mexico""",7.3125,44,5
collapsed buildings in Mexico City earthquake Edificios colapsados Terremoto ,earthquake,Mexico City,Mexico City,6.3768,46,2
"Terror, Chaos, and Solidarity as Another Earthquake Shakes Mexico City ","Earthquake, Solidarity",Mexico City,Mexico City,6.0528,47,2
What Mexico s earthquake means for California ,earthquake,"California,  Mexico","Mexico, California",5.1233,38,3
"Deadly earthquake hits Mexico VIDEOS, PHOTOS ",earthquake,Mexico,"Mexico, videos, photos",3.5733,41,5
"The world today Hurricane Maria, Earthquake in Mexico and Trump ",Earthquake,Mexico,"The sentence identifies three locations: the Gulf of Mexico and Mexico where the Earthquake in Mexico occurred. The reference to Trump is not relevant here., The identified locations are:, - Gulf of Mexico, - Mexico",4.4053,43,41
"At least 217 people were killed after a 7.1 earthquake shook Mexico on September 19, 2017. prayformexico ",earthquake,Mexico,"Mexico, September 19, 2017",4.8086,60,9
RT KENS5 Many Texans still waiting to hear from family in Mexico following earthquake ,earthquake,Mexico,T exas,3.3498,47,3
Video captures baby born moments after Mexico s earthquake Doctors at a hospital in Mo ,earthquake,Mexico,"Mexico, Mexico earthquake, Mexico city",5.4009,46,7
RT PDChina Update At least 42 dead in Mexico M7.1 earthquake Governor of Morelos ,earthquake,"Morelos,  Mexico","Chinese country, Morelos, Mexico",6.7919,51,7
"As Mexico Struggles with Earthquake Relief, Authorities Urge Volunteers to Lend a Hand ","Volunteers, Relief, Earthquake",Mexico,Mexico,11.9116,50,1
Please help. . . . . Westie found after Mexico s Earthquake ! ,Earthquake,Mexico,"""MEXICO Earthquake""",5.9049,47,6
Crowds cheer as dog is pulled out of Mexico earthquake rubble ,"rubble, earthquake",Mexico,"Mexico, earthquake, strata",5.8357,43,6
RT AntonioDrumsX Dear international friends. Here s a way to aid Mexico after the earthquake. Please Retweet! ,earthquake,Mexico,Mexico,3.2312,55,1
Powerful earthquake shook central mexico on Tuesday killing 217 . MexicoCity RIP ,"earthquake, Powerful",mexico,"central_mexico, mexicocity",7.9294,46,7
Major earthquake shakes Mexico City; 225 dead. KAGS KAGS ,earthquake,Mexico City,"Mexico City, KAGS, KAGS",11.1687,47,10
RT dspuhr Thinking about family and friends in Mexico. Reading NEWSELA to learn about the earthquake d100chat ,earthquake,Mexico,"Mexico, NewSELA",7.0565,55,5
"Our Hearts and Prayers go out to the people of Mexico, as they deal with a horrible Earthquake. Evo1S ",Earthquake,Mexico,Mexico,5.0833,56,1
Please pray for our neighbors in Mexico who have suffered a massive earthquake. God bless Mexico. ,"earthquake, massive, pray","Mexico,  Mexico","neighbors, mexico",10.1797,49,3
Soft soil may have contributed to destruction from 7.1 Mexico City earthquake ,earthquake,Mexico City,"Soft soil may have contributed to destruction from 7.1 Mexico City earthquake, soft_soil may have contributed to destruction from 7.1 Mexico City earthquake",6.3544,46,32
RT NewsChimp Aww Marine Dog getting ready for rescue work after Mexico City earthquake ,"earthquake, rescue",Mexico City,Mexico City,14.9209,48,2
RT gmapsmania Mapping seismic activity in Mexico and damaged buildings in Mexico City. ,seismic,"Mexico City,  Mexico","Mexico, Mexico City",3.7061,47,4
RT WESH Video shows dog being pulled to safety following earthquake in Mexico ,earthquake,Mexico,Mexico,2.5222,45,1
"Earthquake M 4.1 OFF COAST OF CHIAPAS, MEXICO EMSC ",Earthquake,MEXICO,"COAST OF CHIAPAS, CHIAPAS, MEXICO",5.0244,52,16
CNTraveler travel traveling Mexico Earthquake What travelers need to know ,Earthquake,Mexico,"Mexico, Earthquake",5.049,44,4
"This is why Mexico keeps getting hit by earthquakes MAP, PHOTOS Earthquake ",Earthquake,Mexico,"MAP, PHOTOS",5.6694,46,4
RT TimesofIsrael IDF to send 50 person delegation to earthquake hit Mexico ,earthquake,Mexico,"RT Time's official address may be at www.rttime.com or a specific location, IDF's official website is idf.org with their office at 7920 N. St. Louis, TX, and Mexico City as the recipient city for the delegation., Answer: RT Time, IDF, Mexico City",5.7837,46,60
Once again service dogs are a vital part of the rescue efforts for earthquake victims in Mexico. ,"earthquake, efforts, rescue",Mexico,Mexico,21.7524,49,1
While you were sleeping Mexico earthquake death toll continues to climb D20 ,"death, earthquake",Mexico,Mexico,5.8315,44,1
Unbelievable realDonaldTrump has not said anything about Mexico Earthquake. What Neighbor. ,Earthquake,Mexico,"Mexico, Earthquake",4.0825,48,4
Mexico s earthquake is a sobering and graphic reminder of what s in store for L. A. someday ,earthquake,Mexico,"Mexico, s, earthquake, is, a, sobering, graphic, reminder, of, what, store, for, L., A.",7.6777,52,29
Mexico earthquake death toll surpasses 200 via FOX NEWS ,"death, earthquake",Mexico,Mexico,4.5582,42,1
RT ClintFalin Frieda is a pup hero that rescued 12 people from the last earthquake in Mexico. ,earthquake,Mexico,Mexico,3.827,53,1
Mexico Earthquake Rescuers Desperately Searching for s. . . Topstories ,Earthquake,Mexico,Mexico,8.6802,48,1
a devastating magnitude 7.1 earthquake in Mexico certainly won t stop Twitter from being Twitter ,"earthquake, magnitude, devastating",Mexico,"Mexico, its country",3.4522,49,4
"Here s a guide to Mexico earthquake relief, including a list of organizations ","relief, earthquake",Mexico,Mexico,11.2923,45,1
Rescue efforts underway after second deadly Mexico earthquake ,"earthquake, efforts, Rescue",Mexico,Mexico,4.9199,40,1
Amazing dogs help rescuers in Mexico earthquake ,earthquake,Mexico,"Mexico, Earthquake",3.4362,39,4
"Mexico Earthquake Kills at Least 225, Officials Announce ",Earthquake,Mexico,Mexico,4.3498,43,1
At least 217 dead after powerful earthquake hits central Mexico ,"earthquake, powerful",Mexico,Central Mexico,4.6638,42,2
Regions affected by the 7.1 earthquake near Puebla and Mexico City. USGS ,"USGS, earthquake","Mexico City,  Puebla","Puebla, Mexico City",4.0221,50,6
RT NUNTIO NEWS Japan Earthquake 5.3 quake hits shortly after Mexico disaster JapanEarthQuake ,"disaster, quake, Earthquake","Mexico,  Japan","Japan, Mexico",4.6055,53,3
Donations open for earthquake victims in Mexico Kuwait q8 ,earthquake,Mexico,"Mexico, Kuwait, q8",5.3135,42,6
Child found alive in Mexico s earthquake rubble ,"rubble, earthquake",Mexico,"Mexico, s",3.1467,39,3
"Mexico City earthquake likely killed 1, 000, USGS says via nypost ","USGS, earthquake",Mexico City,"Mexico City, U.S.GS",4.8525,49,7
RT SkyNewsAust Hundreds dead in Mexico earthquake ,earthquake,Mexico,Austin,3.6497,41,1
Linkara19 Can I get a RT for Mexico s Earthquake please ,Earthquake,Mexico,"The sentence includes a location named ""Mexico."", Answer: Mexico",7.3473,45,12
Mexico earthquake The gripping reason why rescuers raise their fists ,earthquake,Mexico,Mexico,5.4208,42,1
Social media footage of Mexico earthquake emerges ,earthquake,Mexico,Mexico,3.6447,38,1
Mexico Further updates and advice to British Nationals following the 19 Sept earthquake ,earthquake,Mexico,mexico 国家,3.1966,45,6
RT CGTNOfficial UPDATE Death toll rises to 104 after M7.1 earthquake strikes central Mexico on Tuesday ,"earthquake, Death",Mexico,central mexico mexico,12.0254,53,3
AngryJoeShow Joes can you help us with a RT Mexico s Earthquake ,Earthquake,Mexico,"Mexico City, Radio Tower",6.2668,48,5
Celebrities respond to Mexico earthquake ,earthquake,Mexico,"Mexico, earthquake",6.4604,37,3
Soft soil made Mexico City shake like it was built on jelly during earthquake ,earthquake,Mexico City,"soft soil,mexico city",3.52,45,6
Check out seismoguy article on what caused the MexcioCity earthquake CNN ,earthquake,nan,MEXCIA CITY,15.9086,47,5
White House says Trump is deploying search and rescue teams to Mexico following Wednesday s earthquake. ,"earthquake, rescue, search",Mexico,Mexico,3.508,48,1
Mexico earthquake Rescuers scramble to save victims ,earthquake,Mexico,"Mexico, rescuers, victims.",4.0132,40,7
All Indians in Mexico safe after devastating earthquake kills 225 ,"earthquake, devastating",Mexico,"India, Mexico",5.2879,42,3
They were buried hope for children dims amid rubble of Mexico City school ,rubble,Mexico City,"Mexico City, Mexico City school",4.4719,44,6
Scenes From Mexico s Devastating Earthquake by RO Water Filter ,"Earthquake, Devastating",Mexico,Mexico Waterfalls,4.6286,45,3
Liga MX matches postponed after devastating earthquake in Mexico soccer ESPN ,"earthquake, devastating",Mexico,"Mexico, Soccer",6.7324,43,3
PHOTOS Mexico hit by powerful earthquake for second time in two weeks ,"earthquake, powerful",Mexico,"Mexico City, Mexico",4.2109,44,4
Earthquake early warning in Mexico reminds California what it still lacks earthquake ,"earthquake, warning, Earthquake","California,  Mexico","Mexico, California, Los Angeles",4.7213,44,6
Earthquake appears to have spared Mexico s plastics industry Plastics News ,Earthquake,Mexico,"Mexico, Plastics Industry, Plastics News",3.4382,44,9
"Mexico is still reeling from the Sept. 19, 2017 earthquake ",earthquake,Mexico,"Mexico, September 19",3.1335,47,5
Relatives say children missing after a school collapsed in Mexico s deadly earthquake have sent WhatsApp messages. ,earthquake,Mexico,"Mexico, super deadly earthquake",7.0541,50,5
RT ndtv My house is full of blood Over 145 dead in powerful mexicoearthquake ,powerful,nan,Mexico City,3.7737,49,2
