text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
"The strongest earthquake in the area since 1885, the Noto Peninsula earthquake on January 1, 2024, recorded magnitude of 7.6 has caused significant damage and a tsunami. It was a cruel start of the year for the families living in the affected area . We Astar Foundation and ","tsunami, damage, magnitude, earthquake, earthquake",Noto Peninsula,"The strongest earthquake in the area since 1885 is the earthquake on January 1, 2024. It was a cruel start of the year for the families living in the affected area. Noto Peninsula earthquake caused significant damage and a tsunami. The locations mentioned are: 1885, Noto, January 1, 2024, and the affected area.",12.1338,93,75
"Tsunami Advisory 1 2, 2 30am The Tsunami Advisory has been updated. Waves of up to 1m are expected. Those near coastal areas, rivers, or lakes should evacuate to higher ground immediately. tsunami ","tsunami, ground, Tsunami, Tsunami",nan,"Coastal areas, rivers, lakes",6.1321,80,8
"Earthquake Information 16 10 JST on 01 Jan 2024, Seismic intensity 7 at Noto, Ishikawa Prefecture. Epicenter Noto, Ishikawa Prefecture, depth very shallow, estimated magnitude 7.6. Tsunami warning has been issued. ","warning, Tsunami, magnitude, shallow, depth, Epicenter, intensity, Seismic, Earthquake","Ishikawa Prefecture,  Noto,  Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture, JapanPrefecture",12.1743,92,12
"Tsunami Advisory 1 2, 1 15am The Tsunami Warning has been downgraded to a Tsunami Advisory. Waves of up to 1m are expected. Those near coastal areas, rivers, or lakes should evacuate to higher ground immediately. tsunami ","tsunami, ground, Tsunami, Warning, Tsunami, Tsunami",nan,"1, 2",5.2036,86,4
"Tsunami Warning 4 3, 9 01am A Tsunami Warning has been issued. Waves of up to 3m are expected. Those near coastal areas, rivers, or lakes should evacuate to higher ground immediately. tsunami ","tsunami, ground, Warning, Tsunami, Warning, Tsunami",nan,"4, 3, coastal areas, rivers, lakes",8.6718,80,11
"Major Tsunami Warning Currently, a major tsunami warning is issued for Noto Area, Ishikawa Prefecture. View estimated arrival times and heights here JMA website ","warning, tsunami, Warning, Tsunami","Ishikawa Prefecture,  Noto","Japan, Noto, Ishikawa Prefecture",3.2529,64,10
"Earthquake Information 06 31 JST on 03 Jun 2024, Seismic intensity 5 at Noto, Ishikawa Prefecture. Epicenter Noto, Ishikawa Prefecture, depth 10km, estimated magnitude 5.9. ","magnitude, depth, Epicenter, intensity, Seismic, Earthquake","Ishikawa Prefecture,  Noto,  Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",5.6183,86,8
"Earthquake Information 16 56 JST on 01 Jan 2024, Seismic intensity 5 at Noto, Ishikawa Prefecture. Epicenter Noto, Ishikawa Prefecture, depth 20km, estimated magnitude 5.7. Tsunami warning has been issued. ","warning, Tsunami, magnitude, depth, Epicenter, intensity, Seismic, Earthquake","Ishikawa Prefecture,  Noto,  Ishikawa Prefecture,  Noto","JST, Noto, and Ishikawa Prefecture.",5.5749,93,13
"Earthquake Information 16 10 JST on 01 Jan 2024, Seismic intensity 7 at Noto, Ishikawa Prefecture. Epicenter Noto, Ishikawa Prefecture, depth very shallow, estimated magnitude 7.4. Tsunami warning has been issued. ","warning, Tsunami, magnitude, shallow, depth, Epicenter, intensity, Seismic, Earthquake","Ishikawa Prefecture,  Noto,  Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",7.5922,92,8
The earthquake that struck Japan s Noto peninsula on Monday was so strong that the coastline has moved up to 250 meters offshore due to significant land uplift. ,"strong, earthquake","Noto peninsula,  Japan","Japan, Noto",3.4035,62,4
"This is the current frequency of earthquakes. help me. too scary. It s always been like this. Both my little sister and the dog are crying. Neither my parents nor I can sleep. what will happen to us? History Occurrence time January 3, 2024, 2 30 Epicenter Noto region, ",Epicenter,Noto,Noto region,5.2273,98,3
"This is a video of the tsunami caused by the earthquake off the coast of the Noto Peninsula that occurred on January 1, 2024, traveling up the Seki River in Joetsu City, Niigata Prefecture. Photographed from the second floor of my home. ","earthquake, tsunami","Niigata Prefecture,  Joetsu,  Seki,  Noto Peninsula","Noto Peninsula, Seki River, Joetsu City",4.4327,89,12
"Over eight months have passed since the massive earthquake that rocked the Noto Peninsula on Jan. 1, 2024. Communication in time of disaster Lessons from the NotoPeninsulaEarthquake. recovery ","disaster, earthquake, massive",Noto Peninsula,"The sentence mentions two locations: Noto Peninsula and NotoPeninsula., Answer: Noto Peninsula, NotoPeninsula",6.5089,72,25
"Earthquake Detailed Report 10 6 At around 6 21am, an earthquake with a magnitude of 2.4 occurred near Noto, Ishikawa Prefecture at a depth of 10km. The maximum intensity was 2. There is no threat of a tsunami. earthquake ","earthquake, tsunami, intensity, depth, magnitude, earthquake, Earthquake","Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",5.0486,91,8
"Earthquake Early Warning A large earthquake has occurred near Noto, Ishikawa Prefecture. Prepare for strong shaking in the areas of Ishikawa. earthquake ","earthquake, shaking, strong, earthquake, Warning, Earthquake","Ishikawa,  Ishikawa Prefecture,  Noto","Noto, Ishikawa Prefecture",6.2634,63,8
"Japan s ALOS 2 satellite showed clearly where on the Noto Peninsula the greatest uplift had occurred during Monday s M7.6 quake. Researchers have now visited this area to document the major coastal movements, including at Kaiso port. H T timwright leeds ",,"Kaiso,  Noto Peninsula,  Japan","Noto Peninsula, Kaiso Port",3.7832,86,8
"New data collected by the Geospatial Information Authority of Japan reveals that approx. 90 km of the northern Noto Peninsula coastline has shifted offshore, exposing around 4 sq. km. of previously submerged land, following the Jan. 1st M7.6 earthquake. A short thread. ",earthquake,"Noto Peninsula,  Japan","Noto Peninsula, 90 km, 4 sq. km",6.064,91,13
"Observed uplift L Before earthquake, R After earthquake at Wajima Fishing Port 30km from the epicentre of the M7.6 earthquake at Noto Peninsula Japan; The Geospatial Information Authority of Japan now estimate this site experienced up to 4m of uplift ","earthquake, earthquake, earthquake","Japan,  Japan,  Noto Peninsula,  Wajima","Noto Peninsula Japan, Wajima Fishing Port",9.2032,87,10
"In Noto, fears rain will thwart recovery efforts 9 months after quake ",efforts,Noto,Noto,7.8874,46,2
Expert Quake damage led to mudslides from Noto heavy rain The Asahi Shimbun Asia Japan Watch ,damage,"Japan,  Asahi,  Noto","Noto, Japan",6.4315,53,4
Japan issues a tsunami warning for its almost all of its western coast after a powerful earthquake with a magnitude 7.6 hit off the Noto Peninsula about 300 km from Tokyo on Monday ,"magnitude, earthquake, powerful, warning, tsunami","Tokyo,  Noto Peninsula,  Japan","Japan, its western coast, the Noto Peninsula",3.7301,69,10
"Our hearts go out to residents of Japan s Noto Peninsula, hit by strong shaking from a shallow 10 km depth M7.5 along Japan s west coast. Subduction zone quakes can reach M9 but large shallow crustal quakes can also generate severe local shaking. ","shaking, shallow, depth, shallow, shaking, strong","Japan,  Noto Peninsula,  Japan","Japan s Noto Peninsula, Japan s west coast",5.6943,88,10
Japan downgrades Major Tsunami Warning to a Tsunami Warning for the Noto region ,"Warning, Tsunami, Warning, Tsunami","Noto,  Japan","Major Tsunami Warning, downgrades, Noto region",6.5693,48,11
An extremely sad clip from ANN s coverage of the Noto Earthquake this man s wife was on the first floor of his house when it collapsed. He called for help but was told there isn t enough rescue equipment and he s basically on a waiting list. ,"rescue, Earthquake",Noto,Noto,4.8436,83,2
"SEGA and Atlus announce they have donated 20 million yen about 135, 000 to support the Noto Peninsula Earthquake relief and recovery efforts. They will also match employee donations. ","efforts, relief, Earthquake, support",Noto Peninsula,"SEGA, Atlus, 20 million yen, 135,000, Noto Peninsula.",4.9928,70,20
Video Japan Ground Self Defense Force vehicles are arriving at the Noto Peninsula to begin their earthquake relief mission. The yellow banners on each vehicle indicate the home base of the units that have been deployed. ,"relief, earthquake, Ground","Noto Peninsula,  Japan",Noto Peninsula,4.6014,70,3
"Video Yamamura Takehiko, head of the Disaster Prevention System Institute, said he was shocked angered by how Japanese authorities haven t done much to repair roads 5 days after the Noto Peninsula Earthquake. He s never seen anything like it before. ","Earthquake, Disaster","Noto Peninsula,  Yamamura","Takehiko Yamamura, head of the Disaster Prevention System Institute, stated that he was shocked and angry over how Japanese authorities had not actively repaired Noto Peninsula Road after the Noto Peninsula Earthquake.",3.0941,82,41
Thread TBS aired a report yesterday about the earthquake relief in the Noto Peninsula A veteran rescue worker from ARROWS was surprised at the very slow response from the Japanese government. Normally supplies and personnel arrive sooner. ,"rescue, relief, earthquake",Noto Peninsula,"Noto Peninsula, ARROWS, Japan",3.9153,73,8
It s snowing in Wajima and other areas of the earthquake hit Noto Peninsula today. This will probably further complicate the attempts to bring food water to evacuees. ,earthquake,"Noto Peninsula,  Wajima","Wajima, Noto Peninsula",3.0698,68,7
"A clip from Asahi TV shows that a lot of relief supplies are accumulating in Kanazawa, but they ve hit a bottleneck because the earthquake has inflicted heavy damage on the Noto Peninsula s roads. Trucks can t reach some of the worst hit areas. ","damage, earthquake, relief","Noto Peninsula,  Kanazawa,  Asahi","Kanazawa, Noto Peninsula",2.9378,83,8
"Video Scenes of destruction uploaded by a resident of Suzu, a town on the Noto Peninsula, where an estimated 90 of houses were destroyed by Monday s earthquake. ","earthquake, destroyed","Noto Peninsula,  Suzu","Suzu, Noto Peninsula",4.291,65,6
This video shows what the roads are like on the Noto Peninsula after Monday s earthquake in Japan. The uploader says this was recorded near Anamizu City. ,earthquake,"Anamizu,  Japan,  Noto Peninsula","Noto Peninsula, Anamizu City",3.744,63,8
NHK has shared scenes of earthquake damage in the Noto Peninsula. One man seems to be living in his truck with his dog because evacuation centers don t allow pets. ,"evacuation, damage, earthquake",Noto Peninsula,Noto Peninsula,10.0793,65,3
"ANN reports on the situation at evacuation centers at Notojima, 4 days after the earthquake they re eating food from evacuees homes, not the government evacuees have to travel across dangerous roads to local government hubs to get supplies themselves ","earthquake, evacuation",Notojima,"evacuation centers, Notojima, evacuees' homes, local government hubs",6.2367,81,19
"Temporary villages to house refugees from the January 1st Noto Peninsula earthquake. These don t look too bad actually. So far 3, 368 have been completed out of a goal of 6, 400 by August 2024. Photos from this morning. ",earthquake,Noto Peninsula,"Noto Peninsula, Temporary Villages",3.855,86,7
"ARROWS Airborne Rescue Relief Operations With Search has shared this video of the work they re doing in the Noto Peninsula. They ve deployed a team of 19 rescue workers, together with Roger the rescue dog. 1 2 ","rescue, rescue, Search, Relief, Rescue",Noto Peninsula,"ARROWS, Noto Peninsula",7.6877,78,6
"It has been three months since the 2024 Noto Peninsula Earthquake hit Ishikawa Prefecture, Japan. Mitsuo Hoshi was dispatched there as part of a Soka Gakkai delegation to support relief efforts. In this video, he reports on those efforts and the situation of the people affected ","efforts, efforts, relief, support, Earthquake","Soka,  Japan,  Ishikawa Prefecture,  Noto Peninsula","Noto Prefecture, Ishikawa Prefecture, Mitsuo Hoshi",5.5097,93,15
"Following the Jan. 1 Noto Peninsula Earthquake in Ishikawa, Japan, a Soka Gakkai delegation was dispatched to support relief efforts there. In this video, Yuki Kawanaka, who was part of the delegation, describes not only the devastation he witnessed but also the spirit of the ","devastation, efforts, relief, support, Earthquake","Yuki,  Soka,  Japan,  Ishikawa,  Noto Peninsula","Noto Peninsula, Ishikawa, Japan",6.8772,94,9
Video Osaka police held a departure ceremony this morning for the 91 police officers and 2 police dogs they are sending to assist with earthquake relief and search rescue efforts in the Noto Peninsula. ,"efforts, rescue, search, relief, earthquake","Noto Peninsula,  Osaka","Osaka, Noto Peninsula",4.2979,69,6
"China Speed! China Power! On 18 December 2023, a magnitude 6.2 earthquake struck Gansu Province, China. On 1 January 2024, a magnitude 7.6 earthquake struck off the coast of Noto Peninsula, Japan. Below is a comparison between the earthquake relief efforts of China and Japan. ","efforts, relief, earthquake, earthquake, magnitude, earthquake, magnitude","Japan,  China,  Japan,  Noto Peninsula,  China,  China,  China","China, China, China, Gansu Province, Noto Peninsula",3.7312,100,14
It was heartening to see so many people turn out for the Onigiri for Noto event hosted by Narisawa and Wagyumafia yesterday. All proceeds were donated to relief efforts to help victims of the earthquake. ,"earthquake, efforts, relief","Narisawa,  Noto,  Onigiri","Onigiri, Narisawa, Wagyumafia",4.0414,77,12
We extend our condolences to those affected by the Noto Peninsula earthquake and are accepting donations for the relief efforts at this wallet address. Wallet address for donations 0x62d6889fAa439c76843069e4a3Ee288670ddd040 1 n ,"efforts, relief, earthquake",Noto Peninsula,"noto_peninsula, 0x62d6889fAa439c76843069e4a3Ee288670ddd040",11.2277,89,30
"Rescue Efforts Escalate in Wajima, Japan In response to the 7.5 magnitude earthquake in Japan s Noto region, a robust rescue operation has been mobilised in the Wajima area, with 12 Navy Coastal Guard vessels engaging in relief efforts along the tsunami hit west coast. ","tsunami, efforts, relief, rescue, earthquake, magnitude, Efforts, Rescue","Wajima,  Noto,  Japan,  Japan,  Wajima","Wajima, Japan; Noto; Wajima; West Coast",6.1737,94,15
"Huge tsunami warning issued to Noto region of Japan s Ishikawa Pref. PM Kishida orders all out efforts to grasp quake damage, take necessary relief measures Ishikawa Earthquake Earthquake Intensity Tsunami Earthquake Noto Ishikawa Tokyo Japan Earthquke ","Earthquake, Tsunami, Intensity, Earthquake, Earthquake, relief, damage, efforts, warning, tsunami","Japan,  Tokyo,  Ishikawa,  Noto,  Ishikawa,  Kishida,  Ishikawa,  Japan,  Noto","Noto region, Ishikawa Pref., Earthquake Intensity Tsunami",6.1304,88,15
"The Noto Peninsula Earthquake has left over 100, 000 people in need. adra japan is on the ground, addressing critical shortages in water, food, clothing, and more. Help us make a difference. Visit to support the relief efforts. ","efforts, relief, support, ground, Earthquake","japan,  Noto Peninsula",Noto Peninsula,8.3721,83,3
"The world will be amazed by the speed of Japan. It has been half a year since the Noto earthquake, and this is the current situation in the disaster area. ","disaster, earthquake","Noto,  Japan","Japan, Noto earthquake, disaster area",3.4963,65,8
"Members of the Japan Ground Self Defense Force and flight crews from US Army Aviation Battalion Japan depart Kastner Airfield bound for Noto Peninsula, Ishikawa on Jan. 17 to support Japan Self Defense Forces during ongoing relief efforts for those affected by the earthquake. ","earthquake, efforts, relief, support, Ground","Japan,  Ishikawa,  Noto Peninsula,  Japan,  Japan","Kastner Airfield, Noto Peninsula, Ishikawa",6.1587,85,13
"The Noto Peninsula earthquake that occurred on January 1st of this year in Ishikawa Prefecture, Japan, is still in a situation far from recovery this image was taken on June 29 . The media reports that the reason recovery has not progressed is because the disaster area is ","disaster, earthquake","Japan,  Ishikawa Prefecture,  Noto Peninsula","Noto Peninsula, Prefecture, Japan, Disaster Area",3.8148,88,11
"Fan Post TAON, Noto Peninsula Earthquake Relief Fundraising Mash A show full of great music support for others, a trademark of TAON s efforts. If you missed it, you can still watch here for free youtube japan taon Follow taon singer smile ","efforts, support, Relief, Earthquake","japan,  Noto Peninsula","Noto Peninsula, YouTube, Smile",4.7839,84,7
"LST OSUMI is loading fuel from YOT 01 at Kanazawa Port, for disaster relief efforts. JMSDF will continue to support disaster relief activites for the Noto Peninsula Earthquake in 2024. forNotoPeninsula YOT01 ","Earthquake, relief, disaster, support, efforts, relief, disaster","Noto Peninsula,  Kanazawa","YOT 01, Kanazawa Port, NotoPeninsula",5.9515,86,14
"World News Japan Earthquake. Japanese rescuers race to find survivors as quake death toll rises to 78. Scale of damage to roads and poor weather hamper relief efforts, three days after quake off Noto Peninsula. ","efforts, relief, damage, Earthquake","Noto Peninsula,  Japan","Japan, Noto Peninsula",2.6753,75,5
Peace Winds Japan has shared a video of yesterday s rescue of an elderly woman from a collapsed house in Suzu 124 hours after the Noto Peninsula Earthquake . ,"Earthquake, rescue","Noto Peninsula,  Suzu,  Japan","Suzu, Noto Peninsula",4.7357,64,6
"With drones being deployed for a second time this year over the Noto Peninsula after record breaking rainfall hit the earthquake stricken region, private operators are seeking a bigger role in disaster recovery efforts. ","efforts, disaster, earthquake",Noto Peninsula,"Noto Peninsula, U.S., earthquake-stricken area, private operators",5.1907,69,14
Prime Minister Shigeru Ishiba said Saturday that the government plans to classify the torrential rain that struck the Noto Peninsula in Ishikawa Prefecture in September as a severe disaster. ,disaster,"Ishikawa Prefecture,  Noto Peninsula","Noto peninsula, Ishikawa prefecture",5.6722,69,9
"What a tragic situation! FEMA is in all affected areas with food, water, generators, and shelter. National Guard from 6 states is providing transport and air evac. DOT is on the ground surveying the destruction and prioritizing return to normal access of isolated communities. ","ground, shelter",nan,"FEMA, national Guard from 6 states, DOT",3.3266,85,11
"Big thanks to the Japanese Chamber of Commerce and Industry of NY and for this week s 10, 000 donation! This supports Peace Wind s earthquake response on Japan s Noto Peninsula and is crucial after record rains and flooding caused major setbacks in the recovery process. ",earthquake,"Noto Peninsula,  Japan","NY, Peace Wind, Noto Peninsula",6.5008,84,8
"Fuji TV reports on the situation in the town of Noto, one week after the earthquake The government has not delivered enough drinking water. Locals are taking plastic buckets to a nearby river to get water for toilets. It is difficult in the snow. ",earthquake,"Noto,  Fuji","Noto, nearby river",3.7893,82,5
Stone pillars and lanterns survived the Noto Peninsula Quake due to the foresight of their designers and constructers Rounded ends helped absorb the force. ,,Noto Peninsula,"The location specified in the sentence is ""Noto Peninsula.""",2.4414,61,12
"Nintendo IR Nintendo is donating 50 million yen to the Japanese Red Cross in response to the Noto Earthquake on Jan 1. In addition, Nintendo will also provide free product repairs to those in the affected areas for the next 6 months. ",Earthquake,Noto,"Japan, Nintendo, affected areas",4.1958,81,6
"Nine months after a 7.6 magnitude earthquake jolted the Noto Peninsula in central Japan, many fear efforts to rebuild people s lives may be delayed by the impact of torrential rain that struck the area late last month. ","impact, efforts, fear, earthquake, magnitude","Japan,  Noto Peninsula",The locations mentioned are Noto Peninsula and Rain.,2.5715,78,10
"Prime Minister Ishiba released a video showing him visiting earthquake evacuees in the Noto Peninsula this could be criticized as using the earthquake victims for PR ahead of an election, but he also has a duty as PM to address this ongoing problem. ","earthquake, earthquake",Noto Peninsula,Noto Peninsula,3.6756,80,3
"Christians are currently helping to rebuild the Mishima Kotohira Shrine in Nanao, Ishikawa Prefecture which was destroyed by the Noto Earthquake. We are very grateful for their help ","Earthquake, destroyed","Noto,  Ishikawa Prefecture,  Nanao,  Mishima","Mishima Kotohira Shrine, Nanao, Ishikawa Prefecture",7.9274,73,18
"As Japanese search and rescue teams struggled to check the many collapsed buildings in the Noto Peninsula, Taiwan was ready to send 160 rescue workers to help. The Japanese government told Taiwan that they were not needed. ","rescue, rescue, search","Taiwan,  Taiwan,  Noto Peninsula",Noto Peninsula,5.7675,73,3
"Last week, we celebrated the rich tapestry of cultures that represents TIS with the Kids 4 Kids Culture Day Country Day. The money students raised this term in Kids 4 Kids will go towards relief efforts for the Noto Peninsula earthquake. ","earthquake, efforts, relief",Noto Peninsula,"U.S., Newark",6.853,80,4
"We would like to express our sincere sympathies to those affected by the Noto Peninsula earthquake. In collaboration with Cross Gate Kanazawa, we set up a donation box to support the recovery efforts, all donations will be contributed to the Ishikawa Pref. Disaster Relief Fund. ","Relief, Disaster, efforts, support, earthquake","Ishikawa,  Kanazawa,  Noto Peninsula","Noto Prefecture, Japan, Ishikawa Prefecture, Japan",5.6487,87,14
"The Japanese students have organised a Bake Sale, aiming to raise funds for the Noto, Japan Earthquake relief efforts. All collected funds will support the affected communities in Noto through the Japan Red Cross. Educatingtomakeadifference Actwithcare ","support, efforts, relief, Earthquake","Japan,  Noto,  Japan,  Noto","Japanese students, Noto, Japan Earthquake, relief efforts, affecting communities through the Japan Red Cross.",20.2421,81,21
"Standing with the affected in the Noto Peninsula earthquake, AlchemyPay and OAK Grove Ventures donated 1, 000, 000 yen to support relief efforts in Japan. Let s come together, showcasing the power of unity and compassion during these challenging times. ","efforts, relief, support, earthquake","Japan,  Noto Peninsula","Noto, Japan",4.6672,84,4
News Nagoya University relief fund raises 2.88 million for Noto Earthquake recovery efforts ,"efforts, Earthquake, relief","Noto,  Nagoya",Noto Earthquake recovery efforts,16.9987,50,6
". Japan GSDF members depart with U. S. Army Aviation Battalion Japan flight crews from Camp Zama bound for Noto Peninsula, Ishikawa, Japan, Jan. 17, to support JSDF during their ongoing relief efforts for those affected by the January 1, 2024, earthquake. forNotoPeninsula ","earthquake, efforts, relief, support","Japan,  Ishikawa,  Noto Peninsula,  Zama,  Japan,  Japan","Camp Zama, Noto Peninsular, Ishikawa",7.2038,98,13
"Seed Flower announced on January 11th that the Sakamichi Series idol groups will be collecting donations for the Noto Peninsula Earthquake Relief efforts. Nogizaka46, Hinatazaka46, and Sakurazaka46 will pay the funds to the Japanese Red Cross Society. ","efforts, Relief, Earthquake","Noto Peninsula,  Sakamichi","_seed_flower_, noto_polandia",4.7614,90,9
I don t know if anyone notised already. Notte Stellata 2024 hand towels are Imabari towels. The production costs must be substantial as well. yet part of the proceeds are donated to Noto Earthquake relief efforts. NotteStellata2024 ,"efforts, relief, Earthquake",Noto,"Noto, Ibapi, Notti",10.5915,88,8
"In solidarity with Japan following the Noto Peninsula Earthquake, Israel extends its support. Israeli Ambassador to Japan, Gilad Cohen, delivered truckloads of essential relief supplies to aid in the recovery efforts. ","efforts, relief, support, Earthquake, solidarity","Japan,  Israel,  Noto Peninsula,  Japan","Noto Peninsula (Japan), Israel",24.5108,71,7
"We are very proud of our team members based in Japan! They walked 9, 000 steps per day, raising a significant amount for the Japan Red Cross, to support the Noto Peninsula Earthquake relief efforts. Well done team! Charity Nexteqgroup Quixant JapanRedCross ","efforts, relief, Earthquake, support","Noto Peninsula,  Japan,  Japan","team members, Japan, Noto Peninsula",3.6721,89,8
Press Release Capcom to Support Noto Peninsula Earthquake Relief Efforts added. ,"Efforts, Relief, Earthquake, Support",Noto Peninsula,Noto Peninsula,5.5271,46,3
Animated Afternoon Tea Assets Kawanina san has generously announced that all profits minus BOOTH s handling fee of 5.6 made through this BOOTH listing before January 31st will be donated to relief efforts for the earthquake that hit the Noto Peninsula on New Year s Day ,"earthquake, efforts, relief",Noto Peninsula,"Kawanina San, Noto Peninsula",8.5746,88,8
"On day seven after the massive earthquake in central Japan, many evacuees are still in need of relief supplies and running water. Efforts are being made to send mobile flush lavatories to evacuation centers. Noto quake ","evacuation, Efforts, relief, earthquake, massive","Noto,  Japan","central japan, evacuee (evacuated people), evacuation center",5.9523,75,14
"Thank you to the Japanese MBA Association in NY for their donation to earthquake relief efforts on the Noto Peninsula. We ve set up a dedicated fund to ensure donations reach those in need, aiding swift recovery in affected areas. Learn more ","efforts, relief, earthquake",Noto Peninsula,Noto,16.8786,77,2
Sony Donates 40 Million Yen Of Emergency Aid To Noto Peninsula Earthquake Relief Efforts Sony EarthquakeRelief News ,"Efforts, Relief, Earthquake, Emergency",Noto Peninsula,"Noto, pineapple",3.7581,57,4
